gen alive: 6, params: (13.086910139907282, 1.5367560339228097, 2.3032033450446567, 1.470005833670248, 323.8726269647764), id: 458, score: 39
gen alive: 4, params: (10.474078194334592, 1.9588509073827174, 2.3032033450446567, 1.470005833670248, 323.8726269647764), id: 763, score: 39
gen alive: 8, params: (19.750494410457833, 1.2193505881373885, 1.4938454660264244, 1.470005833670248, 258.9525043701118), id: 417, score: 36
gen alive: 7, params: (11.216275951814115, 6.51599228956371, 2.8043267868852504, 1.470005833670248, 862.9928722347653), id: 704, score: 36
gen alive: 7, params: (11.752381474429376, 2.0993164774565503, 2.4108393807374204, 1.470005833670248, 332.5827329092342), id: 897, score: 36
gen alive: 8, params: (11.487359699981965, 2.2428630921150985, 2.618575805473663, 16.613180537525153, 330.95941506620375), id: 244, score: 33
gen alive: 7, params: (19.130484864903476, 2.155881194226392, 2.029129181553195, 2.976101458189109, 271.59682824506353), id: 703, score: 33
gen alive: 5, params: (19.750494410457833, 1.2193505881373885, 2.4108393807374204, 1.470005833670248, 332.5827329092342), id: 694, score: 33
gen alive: 4, params: (19.210968728459356, 2.6351896823491106, 2.207991429684462, 2.976101458189109, 393.7200749124337), id: 862, score: 33
gen alive: 7, params: (13.086910139907282, 1.9588509073827174, 2.3032033450446567, 1.470005833670248, 258.9525043701118), id: 506, score: 31
gen alive: 9, params: (11.930128754975176, 1.0677512204366897, 1.8321119408293776, 2.6205019626477317, 371.3841060602505), id: 90, score: 30
gen alive: 8, params: (19.210968728459356, 2.6351896823491106, 1.8321119408293776, 2.976101458189109, 393.7200749124337), id: 611, score: 30
gen alive: 8, params: (7.354710127715157, 2.442176385491641, 2.8707912975822136, 10.503228965459009, 486.57167191465237), id: 501, score: 30
gen alive: 7, params: (18.97187494934632, 2.985723379587276, 1.27720394639884, 11.289717595016839, 255.32916614424437), id: 363, score: 30
gen alive: 6, params: (14.44304686911582, 1.3596811029490268, 2.4638442740483244, 2.976101458189109, 371.8292803015732), id: 573, score: 30
gen alive: 5, params: (13.036911748330716, 1.9812737690208033, 2.85329939783375, 2.03774900681786, 810.8644088798618), id: 652, score: 30
gen alive: 5, params: (11.564509383459782, 2.9258787296406386, 2.112770160145377, 13.01253302260424, 538.121195481469), id: 791, score: 30
gen alive: 4, params: (19.750494410457833, 1.9961908412008542, 1.4938454660264244, 4.747975359398982, 258.9525043701118), id: 911, score: 30
gen alive: 3, params: (9.590221499999577, 2.9258787296406386, 1.8942098935274059, 2.637440187949242, 356.3398306556032), id: 844, score: 30
gen alive: 1, params: (16.73753037287146, 2.6351896823491106, 1.8660338794946187, 2.188167512541785, 929.6337878882923), id: 796, score: 30
gen alive: 8, params: (16.783556374350354, 1.0677512204366897, 1.8321119408293776, 2.6205019626477317, 371.3841060602505), id: 715, score: 28
gen alive: 8, params: (14.513607923750694, 1.0677512204366897, 1.8321119408293776, 15.705882390975566, 371.3841060602505), id: 799, score: 28
gen alive: 7, params: (19.130484864903476, 2.155881194226392, 2.029129181553195, 6.296045954899958, 258.9525043701118), id: 604, score: 28
gen alive: 4, params: (17.805131171312684, 1.1666301978358384, 1.5809872693156974, 2.449530482960596, 652.987619984558), id: 741, score: 28
gen alive: 9, params: (9.681483340383638, 1.0677512204366897, 1.8321119408293776, 2.6205019626477317, 371.3841060602505), id: 414, score: 27
gen alive: 8, params: (14.513607923750694, 2.126161265759218, 2.9940819944205295, 1.470005833670248, 393.7200749124337), id: 616, score: 27
gen alive: 8, params: (9.681483340383638, 1.0677512204366897, 1.8321119408293776, 2.6205019626477317, 330.95941506620375), id: 798, score: 27
gen alive: 8, params: (11.752381474429376, 2.6351896823491106, 1.8321119408293776, 2.976101458189109, 292.26357664964144), id: 706, score: 27
gen alive: 8, params: (13.102930029534793, 1.2193505881373885, 1.8598137659133545, 10.503228965459009, 393.7200749124337), id: 529, score: 27
gen alive: 8, params: (11.216275951814115, 6.51599228956371, 2.8043267868852504, 9.199048656144777, 436.053623265756), id: 243, score: 27
