gen alive: 18, params: (14.44304686911582, 1.3596811029490268, 2.4638442740483244, 2.976101458189109, 371.8292803015732), id: 1398, score: 39
gen alive: 17, params: (14.513607923750694, 1.2193505881373885, 2.9940819944205295, 2.277711398210966, 393.7200749124337), id: 1484, score: 39
gen alive: 15, params: (14.44304686911582, 1.3596811029490268, 2.8043267868852504, 2.6205019626477317, 423.5346502055929), id: 1965, score: 39
gen alive: 11, params: (13.247208839528037, 1.1666301978358384, 2.2135980923404297, 1.470005833670248, 652.987619984558), id: 1711, score: 39
gen alive: 13, params: (14.44304686911582, 1.3596811029490268, 2.4638442740483244, 2.6205019626477317, 423.5346502055929), id: 1880, score: 37
gen alive: 10, params: (14.44304686911582, 1.2193505881373885, 2.618575805473663, 2.03774900681786, 332.5827329092342), id: 1967, score: 37
gen alive: 18, params: (14.44304686911582, 1.3596811029490268, 2.4638442740483244, 2.976101458189109, 371.8292803015732), id: 573, score: 36
gen alive: 18, params: (19.750494410457833, 2.985723379587276, 2.8043267868852504, 1.470005833670248, 712.6106521456405), id: 2066, score: 36
gen alive: 17, params: (19.750494410457833, 1.2193505881373885, 2.4108393807374204, 1.470005833670248, 728.6889362600524), id: 1771, score: 36
gen alive: 16, params: (19.750494410457833, 1.2193505881373885, 2.4108393807374204, 1.470005833670248, 728.6889362600524), id: 1580, score: 36
gen alive: 15, params: (19.750494410457833, 2.126161265759218, 2.1604815604004455, 1.470005833670248, 409.18757355921787), id: 1201, score: 36
gen alive: 14, params: (14.44304686911582, 1.174516742310514, 2.4638442740483244, 2.277711398210966, 393.7200749124337), id: 1687, score: 36
gen alive: 9, params: (19.750494410457833, 1.2193505881373885, 1.3092374210902824, 1.470005833670248, 728.6889362600524), id: 1927, score: 36
gen alive: 3, params: (14.44304686911582, 2.1677550902410707, 2.4108393807374204, 1.470005833670248, 332.5827329092342), id: 1766, score: 36
gen alive: 2, params: (14.44304686911582, 1.3596811029490268, 2.8085709396770024, 1.470005833670248, 316.2109681892034), id: 1290, score: 36
gen alive: 17, params: (19.210968728459356, 2.6351896823491106, 2.3032033450446567, 2.976101458189109, 393.7200749124337), id: 1789, score: 34
gen alive: 10, params: (14.779763854388664, 1.3596811029490268, 2.4638442740483244, 1.470005833670248, 469.3998185751802), id: 1529, score: 34
gen alive: 19, params: (11.752381474429376, 2.0993164774565503, 2.4108393807374204, 1.470005833670248, 332.5827329092342), id: 1108, score: 33
gen alive: 17, params: (14.44304686911582, 1.3596811029490268, 1.8321119408293776, 2.976101458189109, 371.3841060602505), id: 1570, score: 33
gen alive: 16, params: (19.750494410457833, 1.174516742310514, 1.4938454660264244, 1.470005833670248, 712.6106521456405), id: 1774, score: 33
gen alive: 16, params: (14.44304686911582, 1.3596811029490268, 2.4638442740483244, 2.976101458189109, 371.8292803015732), id: 1583, score: 33
gen alive: 15, params: (14.513607923750694, 1.3596811029490268, 1.1195461904907626, 2.976101458189109, 371.8292803015732), id: 1863, score: 33
