gen alive: 21, params: danger divisor: 2.307523881303364, min opp score: 227.81470201840432, corner divisor: 2.566939015775496, corner exponent: 2.107693585794485, id: 90278, score: 6
gen alive: 21, params: danger divisor: 2.240246354967982, min opp score: 227.81470201840432, corner divisor: 2.566939015775496, corner exponent: 2.107693585794485, id: 95285, score: 6
gen alive: 18, params: danger divisor: 2.592426030487099, min opp score: 109.53793822273653, corner divisor: 1.843756079710532, corner exponent: 1.550294467846444, id: 92711, score: 6
gen alive: 18, params: danger divisor: 8.570202997103925, min opp score: 132.4591257823052, corner divisor: 1.0295292020971294, corner exponent: 1.293306253592636, id: 92720, score: 6
gen alive: 18, params: danger divisor: 9.074963294790356, min opp score: 132.4591257823052, corner divisor: 3.5373834088873566, corner exponent: 2.9104437091036166, id: 92756, score: 6
gen alive: 17, params: danger divisor: 4.9261618774034535, min opp score: 132.4591257823052, corner divisor: 4.712846066558216, corner exponent: 2.9253280264754373, id: 95384, score: 6
gen alive: 17, params: danger divisor: 3.9927505018375817, corner divisor: 2.566939015775496, corner exponent: 2.107693585794485, min opp score: 118.54815315178126, id: 96344, score: 6
gen alive: 14, params: danger divisor: 18.190661470438307, corner divisor: 9.649678862200426, corner exponent: 2.264330586049214, min opp score: 113.20942280008315, id: 91959, score: 6
gen alive: 14, params: danger divisor: 8.37677642700829, min opp score: 227.81470201840432, corner divisor: 2.566939015775496, corner exponent: 2.107693585794485, id: 96845, score: 6
gen alive: 13, params: danger divisor: 9.074963294790356, min opp score: 113.20942280008315, corner divisor: 3.6311693806114764, corner exponent: 2.9104437091036166, id: 95367, score: 6
gen alive: 13, params: danger divisor: 3.9927505018375817, corner divisor: 1.843756079710532, corner exponent: 2.415199923135403, min opp score: 118.54815315178126, id: 95815, score: 6
gen alive: 13, params: danger divisor: 1.547249095081768, min opp score: 658.7841057025843, corner divisor: 3.5373834088873566, corner exponent: 1.1059214961607247, id: 96411, score: 6
gen alive: 12, params: danger divisor: 3.2465814546713054, min opp score: 831.3440458084691, corner divisor: 1.4116233256713029, corner exponent: 2.843900522623538, id: 94324, score: 6
gen alive: 12, params: danger divisor: 3.94504279692179, min opp score: 132.4591257823052, corner divisor: 1.0318728745771966, corner exponent: 2.976888092309128, id: 95284, score: 6
gen alive: 12, params: danger divisor: 3.736486856611019, min opp score: 489.96984806274696, corner divisor: 4.385402950243289, corner exponent: 2.016697876428777, id: 95310, score: 6
gen alive: 12, params: danger divisor: 16.339168596609692, min opp score: 530.5731629962759, corner divisor: 3.6311693806114764, corner exponent: 2.9104437091036166, id: 96270, score: 6
gen alive: 12, params: danger divisor: 18.190661470438307, min opp score: 113.20942280008315, corner divisor: 15.078276074763401, corner exponent: 1.3455897042637934, id: 96784, score: 6
gen alive: 12, params: danger divisor: 18.190661470438307, corner divisor: 1.4116233256713029, corner exponent: 2.843900522623538, min opp score: 118.54815315178126, id: 96917, score: 6
gen alive: 11, params: danger divisor: 5.843725676334911, min opp score: 132.4591257823052, corner divisor: 4.712846066558216, corner exponent: 2.48042041315867, id: 95312, score: 6
gen alive: 11, params: danger divisor: 8.602856453225233, min opp score: 227.81470201840432, corner divisor: 2.566939015775496, corner exponent: 2.107693585794485, id: 95999, score: 6
gen alive: 11, params: danger divisor: 8.356203204165766, corner divisor: 9.649678862200426, corner exponent: 2.264330586049214, min opp score: 113.20942280008315, id: 96405, score: 6
gen alive: 11, params: danger divisor: 2.240246354967982, min opp score: 227.81470201840432, corner divisor: 17.74433452188234, corner exponent: 2.910812228722473, id: 96757, score: 6
gen alive: 11, params: danger divisor: 2.592426030487099, min opp score: 291.98607611599675, corner divisor: 12.723779831811347, corner exponent: 2.7133591726490467, id: 96782, score: 6
gen alive: 11, params: danger divisor: 3.2465814546713054, min opp score: 831.3440458084691, corner divisor: 4.712846066558216, corner exponent: 2.48042041315867, id: 96809, score: 6
gen alive: 11, params: danger divisor: 13.239238468550315, min opp score: 581.3699039913384, corner divisor: 1.4116233256713029, corner exponent: 1.2848249959089693, id: 96816, score: 6
gen alive: 11, params: danger divisor: 4.825688665338049, min opp score: 581.3699039913384, corner divisor: 1.843756079710532, corner exponent: 1.550294467846444, id: 96889, score: 6
gen alive: 11, params: danger divisor: 3.160092420180252, min opp score: 132.4591257823052, corner divisor: 1.843756079710532, corner exponent: 2.970169324081461, chip divisor: 11.745579331205942, id: 96892, score: 6
gen alive: 11, params: danger divisor: 8.442516327963997, min opp score: 287.2329138905535, corner divisor: 4.712846066558216, corner exponent: 2.264330586049214, id: 96921, score: 6
gen alive: 10, params: danger divisor: 3.160092420180252, min opp score: 132.4591257823052, corner divisor: 1.3471914756278949, corner exponent: 2.970169324081461, id: 93593, score: 6
gen alive: 10, params: danger divisor: 5.843725676334911, corner divisor: 2.0971930306885422, corner exponent: 2.415199923135403, min opp score: 249.09232757891812, id: 96364, score: 6
gen alive: 10, params: danger divisor: 2.307523881303364, min opp score: 779.3244390410833, corner divisor: 4.712846066558216, corner exponent: 2.48042041315867, id: 95141, score: 6
gen alive: 10, params: danger divisor: 2.240246354967982, min opp score: 326.4318675343855, corner divisor: 1.4116233256713029, corner exponent: 1.8112389517244825, id: 96826, score: 6
gen alive: 10, params: danger divisor: 3.736486856611019, min opp score: 348.27942461264917, corner divisor: 2.566939015775496, corner exponent: 2.6603839595368637, id: 96830, score: 6
gen alive: 10, params: danger divisor: 5.843725676334911, min opp score: 669.6602363051467, corner divisor: 3.2998686371085943, corner exponent: 1.637589180148556, id: 96840, score: 6
gen alive: 10, params: danger divisor: 6.696001166418263, min opp score: 132.4591257823052, corner divisor: 1.3378646119575635, corner exponent: 2.9104437091036166, id: 96910, score: 6
gen alive: 10, params: danger divisor: 8.333560753261855, corner divisor: 9.649678862200426, corner exponent: 2.415199923135403, min opp score: 530.5731629962759, id: 96912, score: 6
gen alive: 9, params: danger divisor: 1.5010748552542912, min opp score: 391.1781941491171, corner divisor: 2.5946158926166953, corner exponent: 2.9104437091036166, id: 95131, score: 6
gen alive: 9, params: danger divisor: 5.004897049626465, min opp score: 132.4591257823052, corner divisor: 8.734905901610297, corner exponent: 2.9104437091036166, id: 96049, score: 6
gen alive: 9, params: danger divisor: 19.540243226534376, min opp score: 132.4591257823052, corner divisor: 3.5373834088873566, corner exponent: 2.9104437091036166, id: 96199, score: 6
gen alive: 9, params: danger divisor: 4.559185000918498, min opp score: 669.6602363051467, corner divisor: 3.2998686371085943, corner exponent: 1.637589180148556, id: 96306, score: 6
gen alive: 9, params: danger divisor: 9.074963294790356, min opp score: 117.915470842052, corner divisor: 7.833195250956621, corner exponent: 1.2474552963015835, id: 96313, score: 6
gen alive: 9, params: danger divisor: 4.256363656061076, min opp score: 348.27942461264917, corner divisor: 1.8355810287522754, corner exponent: 2.913496026763404, id: 96353, score: 6
gen alive: 9, params: danger divisor: 1.003742033264188, min opp score: 449.93453285911625, corner divisor: 2.0036173903799446, corner exponent: 2.1095736620158263, id: 94253, score: 6
gen alive: 9, params: danger divisor: 5.002694793895588, min opp score: 557.8623465353251, corner divisor: 4.712846066558216, corner exponent: 2.48042041315867, id: 95767, score: 6
gen alive: 9, params: danger divisor: 3.4474849059690804, min opp score: 134.56699423061485, corner divisor: 1.922804941721066, corner exponent: 1.3983421884206706, id: 95073, score: 6
gen alive: 9, params: danger divisor: 9.074963294790356, min opp score: 505.29791042818715, corner divisor: 1.592456335270196, corner exponent: 1.7785394068544176, id: 96527, score: 6
gen alive: 9, params: danger divisor: 1.7793794357932224, corner divisor: 2.566939015775496, corner exponent: 2.107693585794485, min opp score: 118.54815315178126, id: 96625, score: 6
gen alive: 9, params: danger divisor: 9.074963294790356, min opp score: 741.6540058669146, corner divisor: 3.5373834088873566, corner exponent: 2.9104437091036166, id: 96645, score: 6
gen alive: 9, params: danger divisor: 2.592426030487099, min opp score: 109.53793822273653, corner divisor: 12.627551471403978, corner exponent: 1.550294467846444, id: 96661, score: 6
gen alive: 9, params: danger divisor: 2.5809653865232196, min opp score: 134.56699423061485, corner divisor: 2.566939015775496, corner exponent: 2.48042041315867, id: 96786, score: 6
gen alive: 9, params: danger divisor: 3.4474849059690804, min opp score: 122.45639355380229, corner divisor: 1.922804941721066, corner exponent: 1.3983421884206706, id: 96810, score: 6
gen alive: 9, params: danger divisor: 10.156084592489007, min opp score: 348.27942461264917, corner divisor: 5.4604959477731425, corner exponent: 2.152835879184802, id: 96815, score: 6
gen alive: 9, params: danger divisor: 10.701428265674059, corner divisor: 1.4116233256713029, corner exponent: 2.843900522623538, min opp score: 831.3440458084691, id: 96820, score: 6
gen alive: 9, params: danger divisor: 3.729073361794543, min opp score: 677.4168062732714, corner divisor: 18.317877575106664, corner exponent: 2.967343939814966, id: 96848, score: 6
gen alive: 9, params: danger divisor: 8.356203204165766, min opp score: 715.155588104098, corner divisor: 1.4116233256713029, corner exponent: 2.843900522623538, id: 96876, score: 6
gen alive: 8, params: danger divisor: 1.0043156766553163, corner divisor: 2.0971930306885422, corner exponent: 2.0943558444491615, min opp score: 212.7901800311484, id: 95143, score: 6
gen alive: 8, params: danger divisor: 5.843725676334911, min opp score: 249.09232757891812, corner divisor: 2.5946158926166953, corner exponent: 2.6869089989116706, id: 95264, score: 6
gen alive: 8, params: danger divisor: 13.239238468550315, min opp score: 910.0987585292899, corner divisor: 1.4116233256713029, corner exponent: 2.843900522623538, chip divisor: 17.182843011559562, id: 95275, score: 6
gen alive: 8, params: danger divisor: 1.547249095081768, min opp score: 692.5403672499901, corner divisor: 2.600206720708091, corner exponent: 2.5472163396070915, id: 95701, score: 6
gen alive: 8, params: danger divisor: 6.069283160404257, min opp score: 467.59337164077226, corner divisor: 1.3378646119575635, corner exponent: 2.564087268187668, id: 96633, score: 6
gen alive: 8, params: danger divisor: 3.729073361794543, min opp score: 689.9682131968874, corner divisor: 1.3378646119575635, corner exponent: 2.966123164213643, id: 96767, score: 6
gen alive: 8, params: danger divisor: 19.540243226534376, min opp score: 115.99879309227714, corner divisor: 3.4050437925765387, corner exponent: 2.792015505739836, id: 96790, score: 6
gen alive: 8, params: danger divisor: 5.843725676334911, min opp score: 249.09232757891812, corner divisor: 9.694979440219223, corner exponent: 2.913496026763404, id: 96861, score: 6
gen alive: 8, params: danger divisor: 10.725415463546138, min opp score: 572.2414698080014, corner divisor: 1.3471914756278949, corner exponent: 1.1461371325675005, id: 96867, score: 6
gen alive: 8, params: danger divisor: 8.356203204165766, min opp score: 343.96801140707913, corner divisor: 5.595593763425295, corner exponent: 2.415199923135403, id: 96873, score: 6
gen alive: 8, params: danger divisor: 3.736486856611019, min opp score: 143.00940762333278, corner divisor: 2.0971930306885422, corner exponent: 2.5396093741654484, id: 96879, score: 6
gen alive: 8, params: danger divisor: 6.850930127102685, min opp score: 599.8478214787253, corner divisor: 2.566939015775496, corner exponent: 1.0580557409634226, id: 96909, score: 6
gen alive: 8, params: danger divisor: 5.843725676334911, corner divisor: 2.0971930306885422, corner exponent: 1.8715621174838095, min opp score: 530.5731629962759, id: 96928, score: 6
gen alive: 7, params: danger divisor: 11.835808101057411, min opp score: 346.1855167438009, corner divisor: 2.566939015775496, corner exponent: 1.0580557409634226, id: 95477, score: 6
gen alive: 7, params: danger divisor: 2.307523881303364, min opp score: 604.9884601400424, corner divisor: 2.0971930306885422, corner exponent: 2.9104437091036166, chip divisor: 6.4758548252008294, id: 95623, score: 6
gen alive: 7, params: danger divisor: 18.190661470438307, corner divisor: 1.4116233256713029, corner exponent: 2.843900522623538, min opp score: 769.8662110971619, id: 96107, score: 6
gen alive: 7, params: danger divisor: 15.908226229573271, min opp score: 242.72547136016337, corner divisor: 4.771314199544637, corner exponent: 2.0416214066695835, id: 96243, score: 6
gen alive: 7, params: danger divisor: 3.736486856611019, min opp score: 489.96984806274696, corner divisor: 4.385402950243289, corner exponent: 2.321003111334904, id: 96263, score: 6
gen alive: 7, params: danger divisor: 8.333560753261855, corner divisor: 9.649678862200426, corner exponent: 2.415199923135403, min opp score: 343.96801140707913, id: 96274, score: 6
gen alive: 7, params: danger divisor: 14.471322682190182, min opp score: 530.5731629962759, corner divisor: 3.3493070289861846, corner exponent: 1.8715621174838095, id: 96397, score: 6
gen alive: 7, params: danger divisor: 9.074963294790356, min opp score: 113.20942280008315, corner divisor: 3.6311693806114764, corner exponent: 2.055577826159807, id: 96509, score: 6
gen alive: 7, params: danger divisor: 2.307523881303364, min opp score: 581.3699039913384, corner divisor: 15.513084287685015, corner exponent: 1.4060043149933743, id: 96725, score: 6
gen alive: 7, params: danger divisor: 9.074963294790356, min opp score: 127.53222484142398, corner divisor: 10.07304588100038, corner exponent: 2.666287935422341, id: 96727, score: 6
gen alive: 7, params: danger divisor: 2.307523881303364, min opp score: 779.3244390410833, corner divisor: 9.539084926461458, corner exponent: 1.1112776252292884, id: 96798, score: 6
gen alive: 7, params: danger divisor: 2.92256001379135, min opp score: 449.93453285911625, corner divisor: 1.8901280242229257, corner exponent: 2.0235237041327125, chip divisor: 16.87291417300731, id: 96800, score: 6
gen alive: 7, params: danger divisor: 6.069283160404257, min opp score: 114.81031871264838, corner divisor: 2.566939015775496, corner exponent: 2.6603839595368637, id: 96801, score: 6
gen alive: 7, params: danger divisor: 8.895262938320526, min opp score: 115.99879309227714, corner divisor: 1.8355810287522754, corner exponent: 1.8329234631744185, id: 96836, score: 6
gen alive: 7, params: danger divisor: 3.736486856611019, min opp score: 391.1781941491171, corner divisor: 2.5946158926166953, corner exponent: 2.9104437091036166, chip divisor: 13.669415494436723, id: 96868, score: 6
gen alive: 7, params: danger divisor: 6.069283160404257, min opp score: 134.56699423061485, corner divisor: 2.965531277496464, corner exponent: 1.5195396589803396, id: 96919, score: 6
gen alive: 7, params: danger divisor: 5.002694793895588, min opp score: 650.7428221743704, corner divisor: 2.5946158926166953, corner exponent: 2.9269371453078987, id: 96927, score: 6
