gen alive: 18, params: danger divisor: 5.843725676334911, min opp score: 227.81470201840432, corner divisor: 12.467713214248187, corner exponent: 1.5740556844917388, id: 97902, score: 6
gen alive: 16, params: danger divisor: 5.843725676334911, min opp score: 132.4591257823052, corner divisor: 4.712846066558216, corner exponent: 2.48042041315867, id: 95312, score: 6
gen alive: 16, params: danger divisor: 3.736486856611019, corner divisor: 2.566939015775496, corner exponent: 2.6603839595368637, min opp score: 118.54815315178126, id: 98420, score: 6
gen alive: 15, params: danger divisor: 2.592426030487099, min opp score: 132.4591257823052, corner divisor: 1.8108199264319236, corner exponent: 2.9654727326026222, id: 99398, score: 6
gen alive: 14, params: danger divisor: 5.004897049626465, min opp score: 132.4591257823052, corner divisor: 8.734905901610297, corner exponent: 2.9104437091036166, id: 96049, score: 6
gen alive: 14, params: danger divisor: 5.002694793895588, min opp score: 557.8623465353251, corner divisor: 4.712846066558216, corner exponent: 2.48042041315867, id: 95767, score: 6
gen alive: 14, params: danger divisor: 1.547249095081768, min opp score: 227.81470201840432, corner divisor: 1.8355810287522754, corner exponent: 2.913496026763404, id: 99385, score: 6
gen alive: 13, params: danger divisor: 1.547249095081768, min opp score: 692.5403672499901, corner divisor: 2.600206720708091, corner exponent: 2.5472163396070915, id: 95701, score: 6
gen alive: 13, params: danger divisor: 1.4521969122052507, min opp score: 677.4168062732714, corner divisor: 2.566939015775496, corner exponent: 2.48042041315867, id: 97846, score: 6
gen alive: 13, params: danger divisor: 3.736486856611019, min opp score: 143.00940762333278, corner divisor: 2.0971930306885422, corner exponent: 2.5396093741654484, id: 96879, score: 6
gen alive: 13, params: danger divisor: 6.069283160404257, min opp score: 251.98612187443604, corner divisor: 6.747109035268876, corner exponent: 2.9104437091036166, id: 99434, score: 6
gen alive: 12, params: danger divisor: 6.069283160404257, min opp score: 114.81031871264838, corner divisor: 2.566939015775496, corner exponent: 2.6603839595368637, id: 96801, score: 6
gen alive: 12, params: danger divisor: 8.333560753261855, corner divisor: 1.4116233256713029, corner exponent: 2.843900522623538, min opp score: 353.559197134413, id: 98329, score: 6
gen alive: 12, params: danger divisor: 6.460203694148832, min opp score: 132.4591257823052, corner divisor: 8.734905901610297, corner exponent: 2.9104437091036166, id: 98835, score: 6
gen alive: 12, params: danger divisor: 9.074963294790356, min opp score: 132.4591257823052, corner divisor: 9.647200355442452, corner exponent: 2.9104437091036166, id: 99189, score: 6
gen alive: 12, params: danger divisor: 5.002694793895588, min opp score: 227.81470201840432, corner divisor: 1.0318728745771966, corner exponent: 2.976888092309128, id: 99336, score: 6
gen alive: 12, params: danger divisor: 8.333560753261855, min opp score: 132.4591257823052, corner divisor: 1.4116233256713029, corner exponent: 2.843900522623538, id: 99390, score: 6
gen alive: 12, params: danger divisor: 6.566480105830135, min opp score: 467.59337164077226, corner divisor: 2.600206720708091, corner exponent: 2.5472163396070915, id: 99416, score: 6
gen alive: 11, params: danger divisor: 10.701428265674059, corner divisor: 6.346283541665381, corner exponent: 2.015062890484068, min opp score: 353.559197134413, id: 97881, score: 6
gen alive: 11, params: danger divisor: 5.843725676334911, min opp score: 432.0701033902848, corner divisor: 1.0295292020971294, corner exponent: 1.8346681696032356, id: 95803, score: 6
gen alive: 11, params: danger divisor: 9.695041678379074, min opp score: 658.7841057025843, corner divisor: 2.618792737845, corner exponent: 1.2554304716268496, id: 98849, score: 6
gen alive: 11, params: danger divisor: 6.069283160404257, corner divisor: 1.3378646119575635, corner exponent: 1.3983421884206706, min opp score: 251.98612187443604, chip divisor: 14.19245233668126, id: 98877, score: 6
