gen alive: 19, params: danger divisor: 2.3327951786251724, min opp score: 348.3918138625238, corner divisor: 2.0971930306885422, corner exponent: 1.9366005077163884, id: 86586, score: 6
gen alive: 16, params: danger divisor: 5.988665165716495, min opp score: 714.1704867296064, corner divisor: 1.0295292020971294, corner exponent: 2.48042041315867, id: 85681, score: 6
gen alive: 14, params: danger divisor: 5.988665165716495, min opp score: 132.4591257823052, corner divisor: 3.154979904323124, corner exponent: 2.9104437091036166, id: 87658, score: 6
gen alive: 14, params: danger divisor: 1.7721408789033868, min opp score: 133.96663394308442, corner divisor: 3.216401598861369, corner exponent: 1.2848249959089693, id: 87703, score: 6
gen alive: 14, params: danger divisor: 1.7721408789033868, min opp score: 132.4591257823052, corner divisor: 1.3378646119575635, corner exponent: 1.2848249959089693, id: 88158, score: 6
gen alive: 14, params: danger divisor: 1.7721408789033868, min opp score: 352.6703587966829, corner divisor: 1.0295292020971294, corner exponent: 2.48042041315867, id: 88703, score: 6
gen alive: 14, params: danger divisor: 2.592426030487099, min opp score: 132.4591257823052, corner divisor: 2.0971930306885422, corner exponent: 1.9366005077163884, id: 88721, score: 6
gen alive: 14, params: danger divisor: 9.371849520541943, corner divisor: 2.5946158926166953, corner exponent: 2.5396093741654484, min opp score: 120.72158126605794, id: 89238, score: 6
gen alive: 13, params: danger divisor: 5.988665165716495, min opp score: 132.4591257823052, corner divisor: 2.5063871683490553, corner exponent: 1.0580557409634226, id: 88226, score: 6
gen alive: 13, params: danger divisor: 5.988665165716495, min opp score: 414.696805435493, corner divisor: 1.09318243316969, corner exponent: 2.233187815702163, id: 88668, score: 6
gen alive: 13, params: danger divisor: 5.988665165716495, min opp score: 132.4591257823052, corner divisor: 1.0295292020971294, corner exponent: 2.48042041315867, id: 89218, score: 6
gen alive: 13, params: danger divisor: 4.9261618774034535, min opp score: 871.1235699896348, corner divisor: 2.0971930306885422, corner exponent: 2.9253280264754373, id: 89257, score: 6
gen alive: 12, params: danger divisor: 18.26839586985637, min opp score: 120.72158126605794, corner divisor: 2.566939015775496, corner exponent: 2.887671925048931, id: 87682, score: 6
gen alive: 12, params: danger divisor: 2.240246354967982, min opp score: 103.2759846988862, corner divisor: 4.258569198707731, corner exponent: 2.792015505739836, id: 87716, score: 6
gen alive: 12, params: danger divisor: 2.4085038428679124, min opp score: 645.6760489542623, corner divisor: 3.2998686371085943, corner exponent: 2.9253280264754373, id: 88155, score: 6
gen alive: 12, params: danger divisor: 2.4085038428679124, min opp score: 132.4591257823052, corner divisor: 2.5798916198252013, corner exponent: 2.442616671521242, id: 88623, score: 6
gen alive: 12, params: danger divisor: 2.8397429806258963, min opp score: 120.72158126605794, corner divisor: 2.0971930306885422, corner exponent: 2.8221839712707095, id: 88654, score: 6
gen alive: 12, params: danger divisor: 4.807814194264514, min opp score: 104.04429463355487, corner divisor: 2.566939015775496, corner exponent: 2.3178402250144092, id: 84877, score: 6
gen alive: 12, params: danger divisor: 2.4085038428679124, min opp score: 132.4591257823052, corner divisor: 2.5798916198252013, corner exponent: 2.442616671521242, id: 89143, score: 6
gen alive: 12, params: danger divisor: 2.592426030487099, min opp score: 462.93131710975507, corner divisor: 2.0971930306885422, corner exponent: 1.9366005077163884, id: 89144, score: 6
gen alive: 11, params: danger divisor: 2.4085038428679124, min opp score: 132.4591257823052, corner divisor: 1.3378646119575635, corner exponent: 2.415199923135403, id: 86387, score: 6
gen alive: 11, params: danger divisor: 5.474131914749044, min opp score: 462.93131710975507, corner divisor: 2.0971930306885422, corner exponent: 2.8221839712707095, id: 85869, score: 6
gen alive: 11, params: danger divisor: 15.237193961151869, min opp score: 132.4591257823052, corner divisor: 1.3471914756278949, corner exponent: 2.9104437091036166, id: 87943, score: 6
gen alive: 11, params: danger divisor: 2.240246354967982, min opp score: 408.9037437277086, corner divisor: 2.5946158926166953, corner exponent: 2.967343939814966, id: 88117, score: 6
gen alive: 11, params: danger divisor: 1.7721408789033868, min opp score: 112.41831899421237, corner divisor: 2.5946158926166953, corner exponent: 2.48042041315867, id: 86603, score: 6
gen alive: 11, params: danger divisor: 1.7721408789033868, min opp score: 133.96663394308442, corner divisor: 4.712846066558216, corner exponent: 2.8390857661081563, id: 86849, score: 6
gen alive: 11, params: danger divisor: 1.7721408789033868, min opp score: 133.96663394308442, corner divisor: 4.712846066558216, corner exponent: 2.8390857661081563, id: 88641, score: 6
gen alive: 11, params: danger divisor: 4.9261618774034535, min opp score: 871.1235699896348, corner divisor: 2.0971930306885422, corner exponent: 2.9253280264754373, id: 88674, score: 6
gen alive: 11, params: danger divisor: 9.371849520541943, min opp score: 757.135541145229, corner divisor: 2.5946158926166953, corner exponent: 2.5396093741654484, id: 88715, score: 6
gen alive: 11, params: danger divisor: 1.7721408789033868, min opp score: 831.3440458084691, corner divisor: 1.3378646119575635, corner exponent: 2.9253280264754373, id: 88717, score: 6
gen alive: 10, params: danger divisor: 1.7721408789033868, min opp score: 738.4924248938498, corner divisor: 1.4116233256713029, corner exponent: 2.9253280264754373, chip divisor: 16.746461183332134, id: 87648, score: 6
gen alive: 10, params: danger divisor: 9.116696092468683, min opp score: 118.58793878008093, corner divisor: 3.157171108802559, corner exponent: 2.9370926842611436, id: 87674, score: 6
gen alive: 10, params: danger divisor: 5.843725676334911, min opp score: 120.72158126605794, corner divisor: 3.5373834088873566, corner exponent: 2.9231101273980995, id: 88116, score: 6
gen alive: 10, params: danger divisor: 3.9706923903239897, min opp score: 120.72158126605794, corner divisor: 2.0971930306885422, corner exponent: 2.8221839712707095, id: 88227, score: 6
gen alive: 10, params: danger divisor: 5.843725676334911, min opp score: 399.9657780884452, corner divisor: 3.5373834088873566, corner exponent: 1.8346681696032356, id: 88689, score: 6
gen alive: 10, params: danger divisor: 6.568877384919531, min opp score: 132.4591257823052, corner divisor: 4.771513599453995, corner exponent: 1.2400860526242177, id: 86995, score: 6
gen alive: 10, params: danger divisor: 5.988665165716495, min opp score: 132.4591257823052, corner divisor: 8.667003629955449, corner exponent: 2.165511165555508, id: 88917, score: 6
gen alive: 10, params: danger divisor: 14.463361324700609, min opp score: 132.4591257823052, corner divisor: 2.5063871683490553, corner exponent: 1.0580557409634226, id: 89136, score: 6
gen alive: 10, params: danger divisor: 1.7721408789033868, min opp score: 831.3440458084691, corner divisor: 1.09318243316969, corner exponent: 2.9104437091036166, id: 89191, score: 6
gen alive: 10, params: danger divisor: 5.988665165716495, min opp score: 132.4591257823052, corner divisor: 1.0318728745771966, corner exponent: 2.5396093741654484, id: 89203, score: 6
gen alive: 10, params: danger divisor: 6.568877384919531, min opp score: 399.9657780884452, corner divisor: 12.186809274549498, corner exponent: 2.0831144345484, id: 89213, score: 6
gen alive: 9, params: danger divisor: 15.855102823670158, min opp score: 204.02396693143106, corner divisor: 2.5063871683490553, corner exponent: 1.0580557409634226, id: 87493, score: 6
gen alive: 9, params: danger divisor: 12.668929380370283, min opp score: 128.01966135927995, corner divisor: 2.566939015775496, corner exponent: 2.868543143632397, id: 87729, score: 6
gen alive: 9, params: danger divisor: 13.50206842856064, min opp score: 165.23723131065498, corner divisor: 1.3378646119575635, corner exponent: 1.2848249959089693, id: 87991, score: 6
gen alive: 9, params: danger divisor: 1.7721408789033868, min opp score: 831.3440458084691, corner divisor: 1.4116233256713029, corner exponent: 2.9253280264754373, id: 88126, score: 6
gen alive: 9, params: danger divisor: 1.7721408789033868, min opp score: 960.5108457133754, corner divisor: 1.09318243316969, corner exponent: 2.9104437091036166, id: 88178, score: 6
gen alive: 9, params: danger divisor: 2.8397429806258963, min opp score: 112.41831899421237, corner divisor: 6.827445689830136, corner exponent: 2.0831144345484, id: 88681, score: 6
gen alive: 9, params: danger divisor: 2.4085038428679124, min opp score: 235.9230963538604, corner divisor: 1.3378646119575635, corner exponent: 2.415199923135403, id: 89130, score: 6
gen alive: 9, params: danger divisor: 5.940354186424019, min opp score: 685.2727794000906, corner divisor: 9.733188202696624, corner exponent: 1.9366005077163884, id: 89137, score: 6
gen alive: 9, params: danger divisor: 1.7721408789033868, min opp score: 112.41831899421237, corner divisor: 10.0339426611228, corner exponent: 2.406250255449162, id: 89145, score: 6
gen alive: 9, params: danger divisor: 1.7721408789033868, min opp score: 112.41831899421237, corner divisor: 2.0971930306885422, corner exponent: 2.8221839712707095, id: 89151, score: 6
gen alive: 9, params: danger divisor: 5.843725676334911, min opp score: 414.696805435493, corner divisor: 3.5373834088873566, corner exponent: 2.9104437091036166, id: 89210, score: 6
gen alive: 9, params: danger divisor: 4.807814194264514, min opp score: 132.4591257823052, corner divisor: 2.566939015775496, corner exponent: 2.687030906961596, id: 89245, score: 6
gen alive: 9, params: danger divisor: 1.7721408789033868, min opp score: 399.9657780884452, corner divisor: 1.843756079710532, corner exponent: 1.8346681696032356, id: 89267, score: 6
gen alive: 9, params: danger divisor: 1.7721408789033868, min opp score: 352.6703587966829, corner divisor: 1.0295292020971294, corner exponent: 2.48042041315867, id: 89268, score: 6
gen alive: 8, params: danger divisor: 5.843725676334911, min opp score: 120.72158126605794, corner divisor: 2.6102534026646502, corner exponent: 2.9231101273980995, id: 87638, score: 6
gen alive: 8, params: danger divisor: 2.3327951786251724, min opp score: 103.2759846988862, corner divisor: 2.0971930306885422, corner exponent: 1.9366005077163884, id: 87680, score: 6
gen alive: 8, params: danger divisor: 14.463361324700609, min opp score: 132.4591257823052, corner divisor: 2.0971930306885422, corner exponent: 1.5237138839159448, id: 87979, score: 6
gen alive: 8, params: danger divisor: 1.7721408789033868, min opp score: 489.3737139964435, corner divisor: 4.6177772621627176, corner exponent: 2.537083988949963, id: 87981, score: 6
gen alive: 8, params: danger divisor: 2.307523881303364, min opp score: 960.5108457133754, corner divisor: 1.09318243316969, corner exponent: 2.9104437091036166, id: 88636, score: 6
gen alive: 8, params: danger divisor: 7.631571580668365, min opp score: 284.7366430844152, corner divisor: 6.784554788062271, corner exponent: 1.278154503406113, id: 87037, score: 6
gen alive: 8, params: danger divisor: 4.9261618774034535, min opp score: 169.58352906492388, corner divisor: 3.2998686371085943, corner exponent: 2.9253280264754373, id: 88937, score: 6
gen alive: 8, params: danger divisor: 1.7721408789033868, min opp score: 396.87452414314674, corner divisor: 14.22235185415042, corner exponent: 1.597441576191093, id: 89152, score: 6
gen alive: 8, params: danger divisor: 1.7721408789033868, min opp score: 885.0110878112564, corner divisor: 2.5946158926166953, corner exponent: 2.967343939814966, id: 89177, score: 6
gen alive: 8, params: danger divisor: 1.9752855338973627, min opp score: 132.4591257823052, corner divisor: 2.5946158926166953, corner exponent: 2.868543143632397, id: 89197, score: 6
gen alive: 8, params: danger divisor: 1.7721408789033868, min opp score: 414.696805435493, corner divisor: 2.9195118615834286, corner exponent: 2.264330586049214, chip divisor: 8.69656915747431, id: 89205, score: 6
gen alive: 8, params: danger divisor: 7.631571580668365, min opp score: 120.72158126605794, corner divisor: 1.3378646119575635, corner exponent: 1.2848249959089693, id: 89254, score: 6
gen alive: 7, params: danger divisor: 6.3310761943293254, min opp score: 245.40053561878503, corner divisor: 15.837381518004603, corner exponent: 1.2151777496620304, id: 87851, score: 6
