gen alive: 23, params: danger divisor: 5.828433788810799, min opp score: 198.740006214237, corner divisor: 1.4089005421982965, corner exponent: 2.118872454796903, id: 36188, score: 6
gen alive: 20, params: danger divisor: 8.315261572473947, min opp score: 198.740006214237, corner divisor: 2.639692344596096, corner exponent: 1.6552340768234561, id: 40804, score: 6
gen alive: 17, params: danger divisor: 7.316517523533911, min opp score: 298.65992806392114, corner divisor: 3.089373833089468, corner exponent: 1.1149882082464333, id: 35188, score: 6
gen alive: 17, params: danger divisor: 8.315261572473947, min opp score: 198.740006214237, corner divisor: 2.1076205799165257, corner exponent: 1.0003076697616324, id: 39969, score: 6
gen alive: 14, params: danger divisor: 3.5043479599066742, min opp score: 120.72158126605794, corner divisor: 2.2111998301497744, corner exponent: 2.020790475154495, id: 40819, score: 6
gen alive: 13, params: danger divisor: 2.232752271358277, min opp score: 286.5711697799757, corner divisor: 1.4349464399088383, corner exponent: 2.6669792384653546, id: 38158, score: 6
gen alive: 13, params: danger divisor: 2.8361742248541786, corner divisor: 1.5294256555882746, corner exponent: 2.3040051002384754, min opp score: 571.8136979671608, id: 39699, score: 6
gen alive: 13, params: danger divisor: 2.232752271358277, min opp score: 286.5711697799757, corner divisor: 2.2111998301497744, corner exponent: 2.8580418579245777, id: 40209, score: 6
gen alive: 13, params: danger divisor: 7.316517523533911, min opp score: 198.740006214237, corner divisor: 3.497369052274495, corner exponent: 1.8459174364425688, id: 38700, score: 6
gen alive: 13, params: danger divisor: 4.878127208341852, min opp score: 557.0667892876245, corner divisor: 2.269964056784824, corner exponent: 1.3421503391963068, id: 40684, score: 6
gen alive: 13, params: danger divisor: 1.4487975523796643, min opp score: 898.9353973702395, corner divisor: 1.5294256555882746, corner exponent: 2.2249387347631426, id: 40815, score: 6
gen alive: 12, params: danger divisor: 2.8608468965637464, min opp score: 113.15599857176592, corner divisor: 2.2111998301497744, corner exponent: 2.288229752437905, id: 39197, score: 6
gen alive: 12, params: min opp score: 141.89169640192148, danger divisor: 2.8361742248541786, corner divisor: 1.780330797818262, corner exponent: 2.175834791156591, id: 39235, score: 6
gen alive: 12, params: danger divisor: 2.8361742248541786, min opp score: 141.89169640192148, corner divisor: 1.4349464399088383, corner exponent: 2.6669792384653546, id: 40709, score: 6
gen alive: 12, params: danger divisor: 3.919740189241944, min opp score: 298.65992806392114, corner divisor: 1.2784788223097543, corner exponent: 1.1149882082464333, id: 40801, score: 6
gen alive: 12, params: min opp score: 161.8566149738265, corner divisor: 1.4089005421982965, corner exponent: 2.118872454796903, danger divisor: 4.581734595376732, id: 40808, score: 6
gen alive: 12, params: danger divisor: 2.8361742248541786, min opp score: 855.3493479704634, corner divisor: 2.2111998301497744, corner exponent: 2.622636808147271, id: 40826, score: 6
gen alive: 11, params: danger divisor: 1.8501040223310885, min opp score: 914.9504690432664, corner divisor: 3.3856956682212593, corner exponent: 2.622636808147271, id: 39774, score: 6
gen alive: 11, params: danger divisor: 4.761293155955272, min opp score: 357.5057364684709, corner divisor: 1.2784788223097543, corner exponent: 1.5896731751180235, id: 40737, score: 6
gen alive: 11, params: danger divisor: 2.232752271358277, min opp score: 795.6294715868924, corner divisor: 3.089373833089468, corner exponent: 1.5896731751180235, id: 40739, score: 6
gen alive: 10, params: min opp score: 311.3668506076044, corner divisor: 3.089373833089468, corner exponent: 2.426896781311618, danger divisor: 1.7973467284024833, id: 37477, score: 6
gen alive: 10, params: danger divisor: 3.5043479599066742, min opp score: 120.72158126605794, corner divisor: 2.2111998301497744, corner exponent: 2.020790475154495, id: 40005, score: 6
gen alive: 10, params: danger divisor: 16.218272895806784, min opp score: 483.6475175792086, corner divisor: 3.089373833089468, corner exponent: 1.1149882082464333, id: 40213, score: 6
gen alive: 10, params: min opp score: 311.3668506076044, corner divisor: 1.4089005421982965, corner exponent: 1.5340025889738622, danger divisor: 4.581734595376732, id: 40239, score: 6
gen alive: 10, params: danger divisor: 9.584621113316942, min opp score: 227.96286376783064, corner divisor: 11.45017949208305, corner exponent: 2.5890255078605344, id: 40232, score: 6
gen alive: 10, params: corner divisor: 16.464452202976613, corner exponent: 2.903913427099865, danger divisor: 9.318708551163764, min opp score: 113.15599857176592, id: 37389, score: 6
gen alive: 10, params: danger divisor: 2.8608468965637464, min opp score: 113.15599857176592, corner divisor: 3.089373833089468, corner exponent: 2.288229752437905, id: 40719, score: 6
gen alive: 10, params: danger divisor: 1.4867608478812722, min opp score: 203.58536742536927, corner divisor: 2.2111998301497744, corner exponent: 2.020790475154495, id: 40746, score: 6
gen alive: 10, params: min opp score: 113.15599857176592, corner divisor: 6.936691524281098, corner exponent: 2.903913427099865, danger divisor: 9.318708551163764, chip divisor: 9.456972514580324, id: 40785, score: 6
