gen alive: 20, params: danger divisor: 3.156614181957038, min opp score: 121.40820942440828, corner divisor: 2.3477375441299824, corner exponent: 2.776988698932179, id: 25415, score: 6
gen alive: 19, params: danger divisor: 6.1362768662955745, min opp score: 440.7801198629319, corner divisor: 1.4089005421982965, corner exponent: 2.622636808147271, id: 27008, score: 6
gen alive: 18, params: danger divisor: 1.5532019031843534, min opp score: 393.5210139733892, corner divisor: 2.2111998301497744, corner exponent: 2.2305230801656104, id: 24360, score: 6
gen alive: 16, params: danger divisor: 1.6126914132934451, min opp score: 121.40820942440828, corner divisor: 2.3477375441299824, corner exponent: 2.776988698932179, id: 30020, score: 6
gen alive: 14, params: danger divisor: 1.6126914132934451, min opp score: 615.6260877190384, corner divisor: 2.2111998301497744, corner exponent: 2.2305230801656104, id: 29473, score: 6
gen alive: 14, params: danger divisor: 8.315261572473947, min opp score: 118.80091504801791, corner divisor: 2.1076205799165257, corner exponent: 1.0424105861450002, id: 30530, score: 6
gen alive: 14, params: danger divisor: 18.446249395099933, min opp score: 440.7801198629319, corner divisor: 4.11275143127756, corner exponent: 2.622636808147271, id: 30557, score: 6
gen alive: 13, params: danger divisor: 18.91996287069395, min opp score: 169.77397069612465, corner divisor: 4.11275143127756, corner exponent: 2.392073334920237, id: 25795, score: 6
gen alive: 13, params: danger divisor: 2.2105076349262327, min opp score: 121.40820942440828, corner divisor: 2.3477375441299824, corner exponent: 2.835887114059025, id: 28510, score: 6
gen alive: 13, params: danger divisor: 1.1899427399310665, min opp score: 679.953405132491, corner divisor: 2.2111998301497744, corner exponent: 2.3818507989640825, id: 28551, score: 6
gen alive: 13, params: danger divisor: 3.592180247885244, min opp score: 720.5466805324245, corner divisor: 2.3477375441299824, corner exponent: 2.776988698932179, id: 30001, score: 6
gen alive: 13, params: min opp score: 638.8773055329249, chip divisor: 10.813970685174244, danger divisor: 8.200477525653735, corner divisor: 2.3477375441299824, corner exponent: 2.776988698932179, id: 30096, score: 6
gen alive: 13, params: danger divisor: 7.133923554989821, min opp score: 440.7801198629319, corner divisor: 7.32894994847075, corner exponent: 2.636167733155639, id: 30481, score: 6
gen alive: 13, params: danger divisor: 6.1362768662955745, min opp score: 395.3844349270357, corner divisor: 1.4089005421982965, corner exponent: 2.622636808147271, id: 30539, score: 6
gen alive: 13, params: danger divisor: 18.91996287069395, corner divisor: 1.4089005421982965, corner exponent: 1.9854459219960638, min opp score: 435.4444326112003, id: 30549, score: 6
gen alive: 13, params: danger divisor: 15.980922406247565, min opp score: 125.07641022179644, corner divisor: 4.5868997584146864, corner exponent: 2.3818507989640825, id: 30608, score: 6
gen alive: 12, params: min opp score: 121.40820942440828, danger divisor: 1.5532019031843534, corner divisor: 1.4089005421982965, corner exponent: 1.6653836891788563, id: 29460, score: 6
gen alive: 12, params: danger divisor: 1.6126914132934451, min opp score: 615.6260877190384, corner divisor: 2.5962903244223843, corner exponent: 2.943954746761152, id: 30067, score: 6
gen alive: 12, params: danger divisor: 2.213583319971863, min opp score: 175.22482323627816, corner divisor: 1.5294256555882746, corner exponent: 2.020790475154495, id: 30092, score: 6
gen alive: 12, params: danger divisor: 2.213583319971863, min opp score: 169.77397069612465, corner divisor: 4.11275143127756, corner exponent: 2.392073334920237, id: 29606, score: 6
gen alive: 12, params: min opp score: 121.40820942440828, danger divisor: 8.200477525653735, corner divisor: 1.4089005421982965, corner exponent: 1.6653836891788563, id: 27952, score: 6
gen alive: 12, params: danger divisor: 8.315261572473947, min opp score: 198.740006214237, corner divisor: 2.1076205799165257, corner exponent: 1.0424105861450002, id: 28461, score: 6
gen alive: 12, params: danger divisor: 2.8842788229927985, min opp score: 214.5583172266962, corner divisor: 2.3477375441299824, corner exponent: 2.776988698932179, id: 30581, score: 6
gen alive: 12, params: danger divisor: 1.6126914132934451, min opp score: 175.22482323627816, corner divisor: 1.35634040077721, corner exponent: 2.776988698932179, id: 30594, score: 6
gen alive: 12, params: danger divisor: 3.0128064975097817, min opp score: 474.82653486062924, corner divisor: 2.1076205799165257, corner exponent: 2.2305230801656104, id: 30600, score: 6
gen alive: 11, params: danger divisor: 6.331365200016123, min opp score: 501.73301033328954, corner divisor: 1.4089005421982965, corner exponent: 2.925216935634802, id: 26107, score: 6
gen alive: 11, params: danger divisor: 18.42572979569792, min opp score: 242.24566538723883, corner divisor: 2.639692344596096, corner exponent: 2.943954746761152, id: 29480, score: 6
gen alive: 11, params: danger divisor: 9.76069071726316, min opp score: 125.07641022179644, corner divisor: 1.9289292819859556, corner exponent: 2.3818507989640825, id: 29463, score: 6
gen alive: 11, params: danger divisor: 9.76069071726316, min opp score: 246.43909719339516, corner divisor: 2.639692344596096, corner exponent: 2.943954746761152, id: 30005, score: 6
gen alive: 11, params: corner divisor: 1.9289292819859556, corner exponent: 2.943954746761152, danger divisor: 18.42572979569792, min opp score: 113.81053620997896, id: 30057, score: 6
gen alive: 11, params: danger divisor: 3.419105395412163, min opp score: 440.7801198629319, corner divisor: 3.3847196406193873, corner exponent: 2.7946933984810483, id: 28307, score: 6
gen alive: 11, params: danger divisor: 1.6126914132934451, min opp score: 615.6260877190384, corner divisor: 2.639692344596096, corner exponent: 2.943954746761152, id: 28470, score: 6
gen alive: 11, params: danger divisor: 3.8128176034530634, min opp score: 455.7412127843908, corner divisor: 4.086756507593514, corner exponent: 2.6116272143292782, id: 30492, score: 6
gen alive: 11, params: min opp score: 231.05942290897733, danger divisor: 18.42572979569792, corner divisor: 4.11275143127756, corner exponent: 2.392073334920237, id: 30564, score: 6
gen alive: 11, params: min opp score: 175.22482323627816, chip divisor: 10.813970685174244, danger divisor: 8.200477525653735, corner divisor: 2.3477375441299824, corner exponent: 2.776988698932179, id: 30583, score: 6
gen alive: 11, params: danger divisor: 1.6126914132934451, min opp score: 262.24656695740237, corner divisor: 2.3477375441299824, corner exponent: 2.776988698932179, id: 30601, score: 6
gen alive: 10, params: danger divisor: 2.8608468965637464, min opp score: 175.22482323627816, corner divisor: 1.35634040077721, corner exponent: 2.3314072001587336, id: 29375, score: 6
gen alive: 10, params: danger divisor: 15.593397182205221, min opp score: 175.22482323627816, corner divisor: 2.639692344596096, corner exponent: 2.943954746761152, id: 29971, score: 6
gen alive: 10, params: danger divisor: 2.2105076349262327, min opp score: 925.726372973556, corner divisor: 16.862112252541575, corner exponent: 2.903913427099865, id: 30018, score: 6
gen alive: 10, params: danger divisor: 14.843034683817407, min opp score: 169.77397069612465, corner divisor: 4.11275143127756, corner exponent: 2.392073334920237, id: 30024, score: 6
gen alive: 10, params: danger divisor: 12.038773162438947, min opp score: 296.9777974556441, corner divisor: 5.4124476621211555, corner exponent: 1.3670729324091104, id: 30097, score: 6
gen alive: 10, params: danger divisor: 7.762563807538438, min opp score: 567.8662446020651, corner divisor: 1.4089005421982965, corner exponent: 2.622636808147271, id: 30263, score: 6
gen alive: 10, params: min opp score: 647.2718925780239, danger divisor: 8.200477525653735, corner divisor: 3.089373833089468, corner exponent: 2.056253296868722, id: 30562, score: 6
gen alive: 10, params: danger divisor: 1.1899427399310665, min opp score: 679.953405132491, corner divisor: 2.2111998301497744, corner exponent: 2.622636808147271, id: 30569, score: 6
gen alive: 10, params: danger divisor: 18.976723568640498, min opp score: 113.81053620997896, corner divisor: 8.156505822357953, corner exponent: 2.3818507989640825, id: 30585, score: 6
gen alive: 10, params: min opp score: 435.4444326112003, corner divisor: 3.089373833089468, corner exponent: 1.1655443870744162, danger divisor: 1.1899427399310665, id: 30605, score: 6
gen alive: 10, params: danger divisor: 1.1899427399310665, min opp score: 615.6260877190384, corner divisor: 2.896588370566319, corner exponent: 2.3818507989640825, id: 30610, score: 6
gen alive: 9, params: min opp score: 381.48332888391803, corner divisor: 3.089373833089468, corner exponent: 2.392073334920237, danger divisor: 1.4487975523796643, id: 29053, score: 6
gen alive: 9, params: danger divisor: 1.1899427399310665, min opp score: 118.80091504801791, corner divisor: 1.598273328099145, corner exponent: 2.921150085936059, id: 29466, score: 6
gen alive: 9, params: danger divisor: 9.388765754045878, min opp score: 618.1187469751743, corner divisor: 2.252476655343783, corner exponent: 2.5611087400395345, id: 29721, score: 6
gen alive: 9, params: danger divisor: 15.980922406247565, min opp score: 642.2724027145706, corner divisor: 2.230804760973356, corner exponent: 2.636167733155639, id: 29739, score: 6
gen alive: 9, params: danger divisor: 12.829255101205007, min opp score: 435.4444326112003, corner divisor: 1.4089005421982965, corner exponent: 1.6118248387459049, id: 29831, score: 6
gen alive: 9, params: danger divisor: 3.8128176034530634, corner divisor: 1.5294256555882746, corner exponent: 2.835887114059025, min opp score: 121.40820942440828, id: 29983, score: 6
gen alive: 9, params: danger divisor: 5.828433788810799, min opp score: 501.73301033328954, corner divisor: 1.4089005421982965, corner exponent: 2.118872454796903, id: 30110, score: 6
gen alive: 9, params: danger divisor: 2.213583319971863, min opp score: 878.3029823491078, corner divisor: 4.086756507593514, corner exponent: 1.8323254376838511, id: 28689, score: 6
gen alive: 9, params: danger divisor: 3.592180247885244, min opp score: 429.12250301307307, corner divisor: 2.3477375441299824, corner exponent: 2.350636968659566, id: 30584, score: 6
gen alive: 9, params: danger divisor: 18.42572979569792, min opp score: 203.83501922582064, corner divisor: 2.639692344596096, corner exponent: 2.943954746761152, id: 30603, score: 6
gen alive: 9, params: chip divisor: 18.263799703774318, min opp score: 106.61974867188138, danger divisor: 1.4487975523796643, corner divisor: 2.639692344596096, corner exponent: 2.392073334920237, id: 30609, score: 6
gen alive: 9, params: danger divisor: 15.980922406247565, corner divisor: 1.5294256555882746, corner exponent: 2.835887114059025, min opp score: 642.2724027145706, id: 30617, score: 6
gen alive: 8, params: danger divisor: 4.332211975840534, min opp score: 682.958910521289, corner divisor: 7.023402616547745, corner exponent: 1.9678944694797578, id: 27813, score: 6
gen alive: 8, params: danger divisor: 1.1143681224300899, min opp score: 357.5082854151515, corner divisor: 2.2111998301497744, corner exponent: 2.622636808147271, id: 28972, score: 6
gen alive: 8, params: danger divisor: 3.343644887181707, min opp score: 217.62682528899745, corner divisor: 2.639692344596096, corner exponent: 2.6669792384653546, id: 29303, score: 6
gen alive: 8, params: danger divisor: 2.2105076349262327, min opp score: 433.53555948808605, corner divisor: 2.3477375441299824, corner exponent: 2.835887114059025, id: 29449, score: 6
gen alive: 8, params: min opp score: 647.2718925780239, corner divisor: 3.089373833089468, corner exponent: 2.056253296868722, danger divisor: 9.76069071726316, id: 29528, score: 6
gen alive: 8, params: danger divisor: 4.392652835312782, min opp score: 951.9769593733088, corner divisor: 2.1076205799165257, corner exponent: 2.2618233987069827, id: 29544, score: 6
gen alive: 8, params: danger divisor: 1.1899427399310665, min opp score: 857.8587668608096, corner divisor: 1.598273328099145, corner exponent: 2.921150085936059, id: 28667, score: 6
gen alive: 8, params: danger divisor: 1.6126914132934451, min opp score: 615.6260877190384, corner divisor: 2.674196269596556, corner exponent: 1.615748745482895, id: 29755, score: 6
gen alive: 8, params: danger divisor: 9.76069071726316, corner divisor: 8.156505822357953, corner exponent: 2.3818507989640825, min opp score: 113.81053620997896, id: 29891, score: 6
gen alive: 8, params: danger divisor: 2.8608468965637464, min opp score: 175.22482323627816, corner divisor: 4.5868997584146864, corner exponent: 2.636167733155639, id: 30044, score: 6
gen alive: 8, params: min opp score: 118.80091504801791, danger divisor: 4.392652835312782, corner divisor: 2.639692344596096, corner exponent: 2.943954746761152, id: 30055, score: 6
gen alive: 8, params: danger divisor: 6.333058402026452, min opp score: 544.5640319861952, corner divisor: 1.4089005421982965, corner exponent: 1.9034692478905912, id: 28749, score: 6
gen alive: 8, params: danger divisor: 18.42572979569792, min opp score: 175.13652564913923, corner divisor: 10.31627156038362, corner exponent: 2.4499327544031293, id: 28897, score: 6
gen alive: 8, params: danger divisor: 5.150772233128721, min opp score: 350.6790528903509, corner divisor: 2.2111998301497744, corner exponent: 2.2305230801656104, id: 30249, score: 6
