gen alive: 25, params: (17.412989344154628, 1.6725387766365891, 2.653403812370607, 1.0988509935146311, 946.9075924700552), id: 3348, score: 42
gen alive: 23, params: (17.412989344154628, 1.3880015785100528, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 3465, score: 42
gen alive: 22, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0988509935146311, 946.9075924700552), id: 3696, score: 42
gen alive: 26, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 946.9075924700552), id: 3577, score: 39
gen alive: 25, params: (15.135609701323514, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 880.5733982760472), id: 3125, score: 39
gen alive: 25, params: (17.412989344154628, 1.6725387766365891, 2.7262102930984993, 1.0988509935146311, 946.9075924700552), id: 2808, score: 39
gen alive: 24, params: (14.110659370384004, 1.6725387766365891, 2.514790061174083, 1.0747342124475308, 842.8728429478286), id: 3251, score: 39
gen alive: 24, params: (19.128615881600215, 1.1099373159890797, 2.166564721762068, 1.0747342124475308, 946.9075924700552), id: 3700, score: 39
gen alive: 22, params: (14.110659370384004, 1.6725387766365891, 2.653403812370607, 1.0747342124475308, 946.9075924700552), id: 3579, score: 39
gen alive: 22, params: (18.76079565831959, 1.1099373159890797, 2.653403812370607, 1.0747342124475308, 946.9075924700552), id: 3245, score: 39
gen alive: 21, params: (15.135609701323514, 1.6725387766365891, 2.420667742139616, 1.0747342124475308, 975.1551830278196), id: 3589, score: 39
gen alive: 14, params: (18.76079565831959, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 879.7417250352041), id: 3684, score: 39
gen alive: 8, params: (14.110659370384004, 1.1099373159890797, 2.996122667258772, 1.0747342124475308, 616.5678351998511), id: 3581, score: 39
gen alive: 27, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 946.9075924700552), id: 2450, score: 36
gen alive: 26, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0988509935146311, 946.9075924700552), id: 3243, score: 36
gen alive: 26, params: (15.135609701323514, 1.3880015785100528, 2.7262102930984993, 1.0988509935146311, 946.9075924700552), id: 3017, score: 36
gen alive: 25, params: (15.135609701323514, 1.1099373159890797, 2.166564721762068, 1.0747342124475308, 880.5733982760472), id: 2695, score: 36
gen alive: 24, params: (14.110659370384004, 1.1099373159890797, 2.166564721762068, 1.0747342124475308, 946.9075924700552), id: 3587, score: 36
gen alive: 24, params: (19.128615881600215, 1.6725387766365891, 2.514790061174083, 2.459405877206005, 491.069431601361), id: 3018, score: 36
gen alive: 23, params: (18.76079565831959, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 491.069431601361), id: 3476, score: 36
gen alive: 23, params: (18.533281151538464, 1.1099373159890797, 2.166564721762068, 1.0988509935146311, 880.5733982760472), id: 3473, score: 36
gen alive: 22, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 946.9075924700552), id: 3691, score: 36
gen alive: 21, params: (15.135609701323514, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 880.5733982760472), id: 3358, score: 36
gen alive: 21, params: (17.412989344154628, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 3588, score: 36
gen alive: 20, params: (18.533281151538464, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 879.7417250352041), id: 3699, score: 36
gen alive: 20, params: (14.110659370384004, 1.6725387766365891, 2.996122667258772, 1.0747342124475308, 946.9075924700552), id: 3702, score: 36
gen alive: 19, params: (15.135609701323514, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 880.5733982760472), id: 3695, score: 36
gen alive: 18, params: (15.135609701323514, 1.1099373159890797, 2.166564721762068, 1.0747342124475308, 879.7417250352041), id: 3472, score: 36
gen alive: 18, params: (14.110659370384004, 1.1099373159890797, 2.996122667258772, 1.0988509935146311, 616.5678351998511), id: 3586, score: 36
gen alive: 10, params: (18.76079565831959, 1.1099373159890797, 2.996122667258772, 1.0747342124475308, 616.5678351998511), id: 2511, score: 36
gen alive: 1, params: (15.599750420099646, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 882.5548083411007), id: 3594, score: 36
gen alive: 25, params: (14.110659370384004, 1.6725387766365891, 2.514790061174083, 1.0988509935146311, 946.9075924700552), id: 3012, score: 33
gen alive: 25, params: (15.135609701323514, 1.6725387766365891, 2.420667742139616, 1.0747342124475308, 842.8728429478286), id: 3349, score: 33
gen alive: 25, params: (17.412989344154628, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 946.9075924700552), id: 3698, score: 33
gen alive: 24, params: (14.110659370384004, 1.6725387766365891, 2.653403812370607, 1.0988509935146311, 946.9075924700552), id: 3585, score: 33
gen alive: 24, params: (18.76079565831959, 1.1099373159890797, 2.653403812370607, 1.0988509935146311, 946.9075924700552), id: 3692, score: 33
gen alive: 22, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 946.9075924700552), id: 3249, score: 33
gen alive: 22, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 3705, score: 33
gen alive: 21, params: (17.412989344154628, 1.3880015785100528, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 3361, score: 33
gen alive: 20, params: (14.110659370384004, 1.1099373159890797, 2.166564721762068, 1.0747342124475308, 946.9075924700552), id: 3694, score: 33
gen alive: 17, params: (17.412989344154628, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 2893, score: 33
gen alive: 17, params: (15.135609701323514, 1.1099373159890797, 2.996122667258772, 1.0988509935146311, 616.5678351998511), id: 3688, score: 33
gen alive: 12, params: (18.76079565831959, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 568.7521204451311), id: 3675, score: 33
gen alive: 7, params: (14.110659370384004, 1.6725387766365891, 2.426659437200544, 1.0747342124475308, 988.0669513409073), id: 2906, score: 33
gen alive: 20, params: (18.76079565831959, 1.1099373159890797, 2.653403812370607, 1.0747342124475308, 946.9075924700552), id: 3682, score: 31
gen alive: 18, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0762376934721731, 704.1516050877863), id: 3575, score: 31
gen alive: 25, params: (14.110659370384004, 1.1099373159890797, 2.166564721762068, 1.0988509935146311, 946.9075924700552), id: 3359, score: 30
gen alive: 24, params: (17.412989344154628, 1.3880015785100528, 2.7262102930984993, 1.0988509935146311, 946.9075924700552), id: 3583, score: 30
gen alive: 24, params: (14.110659370384004, 1.6725387766365891, 2.514790061174083, 1.0747342124475308, 842.8728429478286), id: 3590, score: 30
gen alive: 24, params: (17.412989344154628, 1.6725387766365891, 2.514790061174083, 1.0747342124475308, 842.8728429478286), id: 3685, score: 30
gen alive: 23, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 946.9075924700552), id: 3580, score: 30
gen alive: 18, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0762376934721731, 704.1516050877863), id: 3703, score: 30
gen alive: 16, params: (14.110659370384004, 1.6725387766365891, 2.166564721762068, 1.0988509935146311, 988.0669513409073), id: 3708, score: 30
gen alive: 11, params: (17.412989344154628, 1.1099373159890797, 2.166564721762068, 1.0747342124475308, 879.7417250352041), id: 3355, score: 30
gen alive: 11, params: (17.412989344154628, 1.6725387766365891, 2.7262102930984993, 1.0762376934721731, 704.1516050877863), id: 3399, score: 30
gen alive: 2, params: (15.135609701323514, 1.6725387766365891, 2.7991038704207396, 1.0747342124475308, 975.4014463255647), id: 2855, score: 30
gen alive: 1, params: (14.67767693238, 9.051212038054647, 2.817437278892286, 1.0747342124475308, 969.4616099941361), id: 3427, score: 30
gen alive: 26, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 946.9075924700552), id: 3347, score: 27
gen alive: 24, params: (14.110659370384004, 1.3880015785100528, 2.653403812370607, 1.0988509935146311, 946.9075924700552), id: 3693, score: 27
gen alive: 22, params: (14.110659370384004, 1.6725387766365891, 2.653403812370607, 1.0988509935146311, 946.9075924700552), id: 3683, score: 27
gen alive: 22, params: (15.135609701323514, 1.6725387766365891, 2.166564721762068, 1.0747342124475308, 880.5733982760472), id: 3686, score: 27
gen alive: 18, params: (18.76079565831959, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 946.9075924700552), id: 2792, score: 27
gen alive: 16, params: (17.412989344154628, 1.1099373159890797, 2.7262102930984993, 1.0762376934721731, 880.5733982760472), id: 3704, score: 27
gen alive: 11, params: (11.027546930580362, 1.6725387766365891, 2.420667742139616, 1.0747342124475308, 875.4905015050399), id: 3667, score: 27
gen alive: 9, params: (18.76079565831959, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 850.6902550911788), id: 3681, score: 27
gen alive: 1, params: (15.40847967016348, 2.2492413153393174, 1.9497199571111878, 1.0747342124475308, 842.8728429478286), id: 3029, score: 27
gen alive: 26, params: (14.110659370384004, 1.6725387766365891, 2.653403812370607, 1.0988509935146311, 946.9075924700552), id: 3242, score: 24
gen alive: 24, params: (18.533281151538464, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 880.5733982760472), id: 3701, score: 24
gen alive: 23, params: (14.110659370384004, 1.6725387766365891, 2.166564721762068, 1.0747342124475308, 946.9075924700552), id: 3467, score: 24
gen alive: 23, params: (17.412989344154628, 1.3880015785100528, 2.7262102930984993, 1.0747342124475308, 946.9075924700552), id: 3707, score: 24
gen alive: 22, params: (14.110659370384004, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 880.5733982760472), id: 3687, score: 24
gen alive: 21, params: (14.110659370384004, 1.1099373159890797, 2.996122667258772, 1.0988509935146311, 946.9075924700552), id: 3697, score: 24
gen alive: 13, params: (14.110659370384004, 1.097684282678565, 2.166564721762068, 1.0988509935146311, 946.9075924700552), id: 3627, score: 24
