gen alive: 44, params: (17.412989344154628, 1.6725387766365891, 2.166564721762068, 1.0988509935146311, 975.1551830278196), id: 5479, score: 42
gen alive: 43, params: (15.135609701323514, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6154, score: 42
gen alive: 43, params: (17.412989344154628, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6377, score: 42
gen alive: 42, params: (15.135609701323514, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 6278, score: 42
gen alive: 41, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0988509935146311, 988.0669513409073), id: 5704, score: 42
gen alive: 38, params: (14.110659370384004, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 807.7972445577103), id: 6267, score: 42
gen alive: 43, params: (17.412989344154628, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 988.0669513409073), id: 6163, score: 40
gen alive: 45, params: (15.135609701323514, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 5819, score: 39
gen alive: 44, params: (18.76079565831959, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6047, score: 39
gen alive: 42, params: (18.76079565831959, 1.6725387766365891, 2.7262102930984993, 1.0988509935146311, 807.7972445577103), id: 6379, score: 39
gen alive: 42, params: (15.135609701323514, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 6384, score: 39
gen alive: 42, params: (18.76079565831959, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 988.0669513409073), id: 6386, score: 39
gen alive: 41, params: (14.110659370384004, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 988.0669513409073), id: 6043, score: 39
gen alive: 41, params: (15.135609701323514, 1.3880015785100528, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6175, score: 39
gen alive: 41, params: (17.412989344154628, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6269, score: 39
gen alive: 41, params: (17.412989344154628, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6273, score: 39
gen alive: 41, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 6371, score: 39
gen alive: 41, params: (14.110659370384004, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 988.0669513409073), id: 6383, score: 39
gen alive: 41, params: (14.110659370384004, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 6385, score: 39
gen alive: 40, params: (18.76079565831959, 1.3880015785100528, 2.7262102930984993, 1.0988509935146311, 807.7972445577103), id: 5366, score: 39
gen alive: 40, params: (18.76079565831959, 1.6725387766365891, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 6034, score: 39
gen alive: 40, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0988509935146311, 946.9075924700552), id: 5485, score: 39
gen alive: 39, params: (17.412989344154628, 1.3880015785100528, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6050, score: 39
gen alive: 36, params: (18.533281151538464, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 948.6430651534456), id: 5373, score: 39
gen alive: 43, params: (14.110659370384004, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 5925, score: 36
gen alive: 43, params: (15.135609701323514, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6265, score: 36
gen alive: 42, params: (15.135609701323514, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 6046, score: 36
gen alive: 42, params: (17.412989344154628, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6380, score: 36
gen alive: 41, params: (17.412989344154628, 1.6725387766365891, 2.7262102930984993, 1.0988509935146311, 946.9075924700552), id: 6275, score: 36
gen alive: 40, params: (18.533281151538464, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 6153, score: 36
gen alive: 40, params: (15.135609701323514, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6375, score: 36
gen alive: 39, params: (17.412989344154628, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 5928, score: 36
gen alive: 22, params: (19.673797346238473, 1.1099373159890797, 2.9730511511582653, 1.0189873773785487, 975.1551830278196), id: 6357, score: 36
gen alive: 47, params: (14.110659370384004, 1.6725387766365891, 2.514790061174083, 1.0747342124475308, 946.9075924700552), id: 5364, score: 34
gen alive: 41, params: (18.533281151538464, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 6373, score: 34
gen alive: 40, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0988509935146311, 807.7972445577103), id: 6035, score: 34
gen alive: 39, params: (14.110659370384004, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 807.7972445577103), id: 6387, score: 34
gen alive: 44, params: (17.412989344154628, 1.6725387766365891, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 6156, score: 33
gen alive: 43, params: (15.135609701323514, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6036, score: 33
gen alive: 43, params: (18.76079565831959, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6274, score: 33
gen alive: 43, params: (15.135609701323514, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 988.0669513409073), id: 6390, score: 33
gen alive: 42, params: (14.110659370384004, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6394, score: 33
gen alive: 40, params: (17.412989344154628, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 6374, score: 33
gen alive: 40, params: (17.412989344154628, 1.3880015785100528, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 6378, score: 33
gen alive: 6, params: (18.565583020678577, 1.3880015785100528, 2.785329973558091, 1.0747342124475308, 975.1551830278196), id: 5712, score: 33
gen alive: 37, params: (17.412989344154628, 1.3880015785100528, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 5476, score: 32
gen alive: 42, params: (17.412989344154628, 1.6725387766365891, 2.166564721762068, 1.0747342124475308, 975.1551830278196), id: 6158, score: 31
gen alive: 46, params: (17.412989344154628, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 946.9075924700552), id: 5823, score: 30
gen alive: 43, params: (18.76079565831959, 1.3880015785100528, 2.7262102930984993, 1.0747342124475308, 807.7972445577103), id: 5709, score: 30
gen alive: 43, params: (18.76079565831959, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 5477, score: 30
gen alive: 40, params: (14.110659370384004, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 988.0669513409073), id: 6281, score: 30
gen alive: 40, params: (18.76079565831959, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 988.0669513409073), id: 6396, score: 30
gen alive: 33, params: (14.110659370384004, 1.1099373159890797, 1.6873430770622524, 1.0747342124475308, 975.1551830278196), id: 6276, score: 30
gen alive: 2, params: (18.961304607679192, 1.1099373159890797, 2.672162392658626, 1.0988509935146311, 913.8594460280987), id: 5931, score: 30
gen alive: 44, params: (15.135609701323514, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 5278, score: 28
gen alive: 43, params: (17.412989344154628, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 5721, score: 27
gen alive: 43, params: (18.76079565831959, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6370, score: 27
gen alive: 43, params: (15.135609701323514, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6381, score: 27
gen alive: 43, params: (17.412989344154628, 1.1099373159890797, 2.166564721762068, 1.0747342124475308, 975.1551830278196), id: 6397, score: 27
gen alive: 43, params: (17.412989344154628, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 946.9075924700552), id: 6398, score: 27
gen alive: 42, params: (17.412989344154628, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6382, score: 27
gen alive: 42, params: (15.135609701323514, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6388, score: 27
gen alive: 42, params: (14.110659370384004, 1.1099373159890797, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 6389, score: 27
gen alive: 41, params: (18.76079565831959, 1.6725387766365891, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6391, score: 27
gen alive: 41, params: (15.135609701323514, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6395, score: 27
gen alive: 40, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 6155, score: 27
gen alive: 37, params: (14.110659370384004, 1.3880015785100528, 2.7262102930984993, 1.0988509935146311, 807.7972445577103), id: 6372, score: 27
gen alive: 23, params: (14.110659370384004, 1.1099373159890797, 1.6873430770622524, 1.0747342124475308, 946.9075924700552), id: 6033, score: 27
gen alive: 21, params: (17.412989344154628, 1.8203607543920632, 2.622382812769497, 11.40100339345218, 975.1551830278196), id: 6369, score: 27
gen alive: 20, params: (14.110659370384004, 7.46744675856944, 2.204625625009397, 1.0988509935146311, 807.7972445577103), id: 6361, score: 27
gen alive: 40, params: (17.412989344154628, 1.3880015785100528, 2.166564721762068, 1.0747342124475308, 975.1551830278196), id: 5726, score: 25
gen alive: 44, params: (14.110659370384004, 1.6725387766365891, 2.7262102930984993, 1.0988509935146311, 946.9075924700552), id: 5596, score: 24
gen alive: 43, params: (18.76079565831959, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 5939, score: 24
gen alive: 43, params: (14.110659370384004, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 946.9075924700552), id: 6376, score: 24
gen alive: 41, params: (17.412989344154628, 1.3880015785100528, 2.7262102930984993, 1.0988509935146311, 807.7972445577103), id: 6399, score: 24
gen alive: 24, params: (18.76079565831959, 1.3880015785100528, 2.7262102930984993, 1.0747342124475308, 807.7972445577103), id: 6393, score: 24
gen alive: 1, params: (15.75048004723913, 18.208665831927878, 2.7262102930984993, 1.0988509935146311, 975.1551830278196), id: 6270, score: 24
gen alive: 1, params: (16.415724849247287, 6.221523515886375, 2.9942718132568973, 1.0797561629198937, 954.1785188809149), id: 6052, score: 23
gen alive: 1, params: (18.85699099230124, 18.811359913086193, 1.5708114595158515, 18.27640203010432, 231.28916669278797), id: 6309, score: 22
gen alive: 43, params: (15.135609701323514, 1.1099373159890797, 2.7262102930984993, 1.0747342124475308, 975.1551830278196), id: 6042, score: 21
