gen alive: 17, params: corner divisor: 1.8908946854051345, corner exponent: 2.440867028945015, danger divisor: 4.66509009893446, min opp score: 118.82535495969316, id: 19263, score: 60
gen alive: 15, params: corner divisor: 1.4141726915481594, corner exponent: 2.971271345743081, min opp score: 558.8407816717124, danger divisor: 1.286596863030676, id: 17741, score: 57
gen alive: 13, params: corner divisor: 1.8908946854051345, corner exponent: 2.2736765941280996, min opp score: 368.66892219906214, danger divisor: 7.590043421922636, id: 18768, score: 57
gen alive: 16, params: corner divisor: 1.8908946854051345, corner exponent: 2.3348231010915717, danger divisor: 2.6141393977303182, min opp score: 170.58405237342106, id: 18613, score: 54
gen alive: 14, params: corner divisor: 3.6361477014602683, corner exponent: 2.65964097961648, danger divisor: 1.6297746756911735, min opp score: 163.7480399503214, id: 19281, score: 54
gen alive: 14, params: corner divisor: 1.8908946854051345, corner exponent: 2.440867028945015, danger divisor: 4.638002920353788, min opp score: 236.00799401672074, id: 19907, score: 54
gen alive: 11, params: corner divisor: 3.6361477014602683, corner exponent: 2.65964097961648, min opp score: 163.406443106845, danger divisor: 2.9353999173281675, id: 17771, score: 54
gen alive: 11, params: danger divisor: 7.190374491449648, min opp score: 227.6981482805573, corner divisor: 1.4141726915481594, corner exponent: 2.8664371522540826, id: 18225, score: 54
gen alive: 10, params: min opp score: 499.77724644018997, danger divisor: 1.7502101156723189, corner divisor: 1.4141726915481594, corner exponent: 2.65964097961648, chip divisor: 12.53463737989119, id: 18239, score: 54
gen alive: 9, params: corner divisor: 1.4141726915481594, corner exponent: 2.9635476445850855, min opp score: 153.88304749693788, danger divisor: 5.2921199125345995, id: 18131, score: 54
gen alive: 6, params: danger divisor: 14.341195567175651, min opp score: 118.49994562011621, corner divisor: 1.924872582001383, corner exponent: 2.4888656492239223, id: 19557, score: 54
gen alive: 9, params: corner divisor: 2.438497591931453, corner exponent: 2.971271345743081, min opp score: 380.1119699000058, danger divisor: 1.286596863030676, id: 19107, score: 52
gen alive: 5, params: corner divisor: 1.924872582001383, corner exponent: 2.440867028945015, danger divisor: 1.721555916548688, min opp score: 203.01289104883523, id: 19611, score: 52
gen alive: 22, params: corner divisor: 1.8908946854051345, corner exponent: 2.2736765941280996, danger divisor: 2.305755204698305, min opp score: 170.58405237342106, id: 19877, score: 51
gen alive: 18, params: corner divisor: 1.8908946854051345, corner exponent: 1.4469847114225045, min opp score: 188.76724814415502, danger divisor: 2.55846266216978, id: 19777, score: 51
gen alive: 17, params: corner divisor: 1.5674031545418696, corner exponent: 2.2759086394161656, min opp score: 188.76724814415502, danger divisor: 2.7610173220029974, id: 16320, score: 51
gen alive: 13, params: corner divisor: 1.8908946854051345, corner exponent: 2.440867028945015, danger divisor: 1.5333675855034437, min opp score: 228.97772037434942, id: 16969, score: 51
gen alive: 12, params: corner divisor: 2.178877825136006, corner exponent: 2.2736765941280996, min opp score: 329.6859752796031, danger divisor: 3.089986759800318, id: 17073, score: 51
gen alive: 11, params: danger divisor: 1.229258509662097, min opp score: 118.49994562011621, corner divisor: 1.924872582001383, corner exponent: 2.4888656492239223, id: 18755, score: 51
gen alive: 10, params: corner divisor: 1.4141726915481594, corner exponent: 1.4469847114225045, min opp score: 878.685934203093, danger divisor: 4.638002920353788, id: 19599, score: 51
gen alive: 9, params: corner divisor: 1.8908946854051345, corner exponent: 2.440867028945015, danger divisor: 1.5333675855034437, min opp score: 583.3730276075883, id: 18001, score: 51
gen alive: 4, params: corner divisor: 4.626225611781849, corner exponent: 2.180693751714374, danger divisor: 4.66509009893446, min opp score: 236.00799401672074, id: 19807, score: 51
gen alive: 14, params: corner divisor: 1.4141726915481594, corner exponent: 2.7267100482563587, min opp score: 153.88304749693788, danger divisor: 5.2921199125345995, id: 20300, score: 49
gen alive: 23, params: danger divisor: 2.9353999173281675, min opp score: 115.36442148251422, corner divisor: 1.4141726915481594, corner exponent: 2.8664371522540826, id: 18870, score: 48
