gen alive: 14, params: corner divisor: 1.054620596466676, corner exponent: 2.0088059829994034, min opp score: 165.75068266854248, danger divisor: 3.2004170428083745, id: 67985, score: 57
gen alive: 20, params: corner divisor: 2.2503598163188907, corner exponent: 2.998997981500411, danger divisor: 1.0824483397993152, min opp score: 914.3904798293323, id: 70794, score: 39
gen alive: 17, params: corner divisor: 1.861063566604123, corner exponent: 2.2092253401801756, danger divisor: 4.419096650247032, min opp score: 308.7104650706492, id: 70307, score: 39
gen alive: 17, params: corner divisor: 2.862241644415418, corner exponent: 2.2736765941280996, min opp score: 139.1762947009676, danger divisor: 13.4717176382108, id: 70806, score: 39
gen alive: 17, params: corner divisor: 1.054620596466676, corner exponent: 1.7520585311117283, min opp score: 254.29979770060362, danger divisor: 1.0824483397993152, id: 70791, score: 39
gen alive: 17, params: corner divisor: 1.861063566604123, corner exponent: 1.8253759173750101, danger divisor: 3.2004170428083745, min opp score: 152.42264594012372, id: 71305, score: 39
gen alive: 17, params: corner divisor: 7.38537701456936, corner exponent: 1.1255922719117262, danger divisor: 13.396869953841797, min opp score: 159.49531753453243, id: 71320, score: 39
gen alive: 14, params: corner divisor: 1.0290058383826213, corner exponent: 2.6561277126208536, danger divisor: 5.100605570527102, min opp score: 269.5398450422919, id: 71123, score: 39
gen alive: 12, params: corner divisor: 1.1857994283151339, corner exponent: 1.7520585311117283, danger divisor: 1.0824483397993152, min opp score: 113.04675385150676, id: 70267, score: 39
gen alive: 12, params: corner divisor: 1.054620596466676, corner exponent: 1.8875822546717733, min opp score: 191.02828674709963, danger divisor: 1.0824483397993152, id: 68288, score: 39
gen alive: 12, params: corner divisor: 2.0178384166147945, corner exponent: 1.8253759173750101, min opp score: 265.2251188739084, danger divisor: 3.2004170428083745, id: 69131, score: 39
gen alive: 12, params: corner divisor: 2.2503598163188907, corner exponent: 2.2736765941280996, min opp score: 273.64645109105743, danger divisor: 1.3608522065063957, id: 71384, score: 39
gen alive: 11, params: corner divisor: 2.862241644415418, corner exponent: 2.8518345300175136, min opp score: 937.8684901227817, danger divisor: 2.859865214787773, id: 71023, score: 39
gen alive: 11, params: corner divisor: 1.4144298461314624, corner exponent: 1.8913847706440352, danger divisor: 2.418516032870584, min opp score: 206.27418298671756, id: 71313, score: 39
gen alive: 10, params: corner divisor: 2.862241644415418, corner exponent: 2.8297712577172236, min opp score: 122.4941592700856, danger divisor: 2.1009725257027916, id: 68435, score: 39
gen alive: 9, params: corner divisor: 1.0290058383826213, corner exponent: 2.4875957920224576, danger divisor: 1.3608522065063957, min opp score: 241.54486850040072, id: 70320, score: 39
gen alive: 9, params: corner divisor: 1.1857994283151339, corner exponent: 1.8716810724411856, min opp score: 959.2211702317024, danger divisor: 1.0824483397993152, id: 69713, score: 39
gen alive: 8, params: corner divisor: 1.054620596466676, corner exponent: 2.0088059829994034, min opp score: 914.3904798293323, danger divisor: 2.157948128710443, id: 69693, score: 39
gen alive: 8, params: corner divisor: 2.862241644415418, corner exponent: 2.9355225313679023, danger divisor: 6.808856597133839, min opp score: 225.71847703650906, id: 71191, score: 39
gen alive: 6, params: corner divisor: 2.0535628785126336, corner exponent: 1.5288374745259945, danger divisor: 1.0824483397993152, min opp score: 215.4932404572911, id: 71029, score: 39
gen alive: 6, params: corner divisor: 1.924872582001383, corner exponent: 2.3811662433543708, danger divisor: 10.110718104709397, min opp score: 277.8320546899532, id: 71055, score: 39
gen alive: 6, params: corner divisor: 3.2055106368020043, corner exponent: 2.6985519016919213, min opp score: 138.09662155722677, danger divisor: 14.154278564881812, id: 71271, score: 39
gen alive: 5, params: corner divisor: 1.1857994283151339, corner exponent: 1.8716810724411856, min opp score: 959.2211702317024, danger divisor: 1.1630773939183743, id: 70517, score: 39
gen alive: 5, params: corner divisor: 1.054620596466676, corner exponent: 1.8875822546717733, min opp score: 155.5390348110103, danger divisor: 6.050459928147712, id: 71151, score: 39
gen alive: 4, params: corner divisor: 1.054620596466676, corner exponent: 2.922315069559911, min opp score: 529.382358543985, danger divisor: 2.0106965861637534, id: 71051, score: 39
gen alive: 2, params: corner divisor: 2.862241644415418, corner exponent: 2.1554873388764193, danger divisor: 1.9715356181969292, min opp score: 784.722753828567, id: 68175, score: 39
gen alive: 1, params: corner divisor: 3.7175110148493506, corner exponent: 1.7520585311117283, min opp score: 169.31286863305715, danger divisor: 3.970407541670888, id: 70559, score: 39
gen alive: 30, params: corner divisor: 1.054620596466676, corner exponent: 2.2092253401801756, danger divisor: 3.630510808690213, min opp score: 141.34469833936106, id: 71398, score: 37
gen alive: 25, params: corner divisor: 1.0290058383826213, corner exponent: 1.9983834265997533, danger divisor: 5.100605570527102, min opp score: 118.36539389894367, id: 71325, score: 37
gen alive: 22, params: corner divisor: 1.924872582001383, corner exponent: 2.0088059829994034, min opp score: 241.54486850040072, danger divisor: 4.104455227382766, id: 70833, score: 37
gen alive: 21, params: corner divisor: 1.861063566604123, corner exponent: 2.9596086642309967, min opp score: 141.34469833936106, danger divisor: 2.0475493938271403, id: 70834, score: 37
gen alive: 16, params: corner divisor: 1.861063566604123, corner exponent: 2.9596086642309967, min opp score: 141.34469833936106, danger divisor: 1.3608522065063957, id: 71345, score: 37
gen alive: 16, params: corner divisor: 2.286479560309278, corner exponent: 2.998997981500411, danger divisor: 1.0824483397993152, min opp score: 914.3904798293323, id: 71392, score: 37
gen alive: 12, params: corner divisor: 3.3543983211808075, corner exponent: 1.74662552490754, min opp score: 457.9569588444993, danger divisor: 2.418516032870584, id: 71141, score: 37
gen alive: 11, params: corner divisor: 1.924872582001383, corner exponent: 2.2611278682365388, min opp score: 241.54486850040072, danger divisor: 4.104455227382766, id: 71263, score: 37
gen alive: 9, params: corner divisor: 2.0178384166147945, corner exponent: 1.8253759173750101, danger divisor: 11.200036480507162, min opp score: 144.36856232262755, id: 71385, score: 37
gen alive: 8, params: corner divisor: 1.4144298461314624, corner exponent: 1.8913847706440352, danger divisor: 2.418516032870584, min opp score: 206.27418298671756, id: 70753, score: 37
gen alive: 8, params: corner divisor: 7.38537701456936, corner exponent: 1.1255922719117262, danger divisor: 9.762785628279993, min opp score: 118.36539389894367, id: 71229, score: 37
gen alive: 8, params: corner divisor: 1.0290058383826213, corner exponent: 2.6193466801322165, danger divisor: 1.3608522065063957, min opp score: 910.6629888313839, id: 71367, score: 37
gen alive: 7, params: corner divisor: 2.286479560309278, corner exponent: 2.873538226571715, danger divisor: 11.200036480507162, min opp score: 144.36856232262755, id: 70717, score: 37
gen alive: 5, params: corner divisor: 3.2080628443238046, corner exponent: 1.9065944260315009, min opp score: 529.382358543985, danger divisor: 2.0106965861637534, id: 70531, score: 37
gen alive: 4, params: corner divisor: 4.592889858049839, corner exponent: 2.970297640122274, min opp score: 914.3904798293323, danger divisor: 2.157948128710443, id: 71165, score: 37
gen alive: 28, params: corner divisor: 1.861063566604123, corner exponent: 2.2092253401801756, danger divisor: 1.1402648882658646, min opp score: 308.7104650706492, id: 69857, score: 36
gen alive: 27, params: corner divisor: 2.286479560309278, corner exponent: 2.8518345300175136, danger divisor: 7.88037732424666, min opp score: 141.34469833936106, id: 65727, score: 36
gen alive: 25, params: corner divisor: 1.861063566604123, corner exponent: 2.2092253401801756, danger divisor: 2.1363654620757626, min opp score: 308.7104650706492, id: 70797, score: 36
gen alive: 25, params: corner divisor: 1.054620596466676, corner exponent: 2.0088059829994034, min opp score: 308.7104650706492, danger divisor: 2.418516032870584, id: 71312, score: 36
gen alive: 24, params: corner divisor: 1.0290058383826213, corner exponent: 2.959210662314251, danger divisor: 4.104455227382766, min opp score: 241.54486850040072, id: 70808, score: 36
gen alive: 24, params: corner divisor: 3.3543983211808075, corner exponent: 2.592441284884862, min opp score: 207.36414059117624, danger divisor: 2.418516032870584, id: 64459, score: 36
gen alive: 23, params: corner divisor: 2.862241644415418, corner exponent: 2.8518345300175136, min opp score: 308.7104650706492, danger divisor: 1.1402648882658646, id: 71330, score: 36
gen alive: 20, params: corner divisor: 1.861063566604123, corner exponent: 1.8253759173750101, min opp score: 308.7104650706492, danger divisor: 3.2004170428083745, id: 70324, score: 36
gen alive: 20, params: corner divisor: 1.924872582001383, corner exponent: 2.998997981500411, min opp score: 254.85862698385804, danger divisor: 2.1363654620757626, id: 71347, score: 36
gen alive: 19, params: corner divisor: 2.286479560309278, corner exponent: 2.8518345300175136, min opp score: 420.30844632469046, danger divisor: 5.100605570527102, id: 71287, score: 36
gen alive: 18, params: corner divisor: 3.2055106368020043, corner exponent: 1.688687600762522, danger divisor: 6.957953843785348, min opp score: 139.1762947009676, id: 71336, score: 36
gen alive: 17, params: corner divisor: 2.862241644415418, corner exponent: 2.228224356829537, danger divisor: 2.418516032870584, min opp score: 122.4941592700856, id: 70303, score: 36
gen alive: 17, params: corner divisor: 2.286479560309278, corner exponent: 1.4130343978500963, danger divisor: 3.630510808690213, min opp score: 122.4941592700856, id: 66751, score: 36
gen alive: 17, params: corner divisor: 1.924872582001383, corner exponent: 2.4630371416526673, min opp score: 122.4941592700856, danger divisor: 2.418516032870584, id: 71315, score: 36
gen alive: 17, params: corner divisor: 2.2503598163188907, corner exponent: 2.1561959858785147, danger divisor: 2.418516032870584, min opp score: 122.4941592700856, id: 71400, score: 36
gen alive: 16, params: corner divisor: 2.862241644415418, corner exponent: 2.9355225313679023, danger divisor: 4.104455227382766, min opp score: 225.71847703650906, id: 69195, score: 36
gen alive: 15, params: corner divisor: 2.862241644415418, corner exponent: 2.2736765941280996, danger divisor: 7.88037732424666, min opp score: 122.4941592700856, id: 70281, score: 36
gen alive: 15, params: corner divisor: 2.862241644415418, corner exponent: 1.812809965483476, min opp score: 420.30844632469046, danger divisor: 1.649032334271234, id: 71280, score: 36
gen alive: 15, params: corner divisor: 2.286479560309278, corner exponent: 2.2736765941280996, danger divisor: 4.721772522760075, min opp score: 286.694117113704, id: 71283, score: 36
gen alive: 15, params: corner divisor: 1.054620596466676, corner exponent: 1.8875822546717733, min opp score: 139.1762947009676, danger divisor: 4.966553994962586, id: 71286, score: 36
gen alive: 15, params: corner divisor: 1.924872582001383, corner exponent: 2.3811662433543708, danger divisor: 2.418516032870584, min opp score: 122.4941592700856, id: 71356, score: 36
gen alive: 14, params: corner divisor: 2.2503598163188907, corner exponent: 2.611773823090645, min opp score: 418.39215087954614, danger divisor: 1.3608522065063957, id: 69833, score: 36
gen alive: 14, params: corner divisor: 1.924872582001383, corner exponent: 2.4630371416526673, min opp score: 264.4669114920193, danger divisor: 16.722401149259717, id: 71007, score: 36
gen alive: 14, params: corner divisor: 2.862241644415418, corner exponent: 2.228224356829537, min opp score: 122.4941592700856, danger divisor: 11.600232523980743, id: 71429, score: 36
gen alive: 13, params: corner divisor: 1.924872582001383, corner exponent: 1.7520585311117283, min opp score: 172.68018922411872, danger divisor: 4.104455227382766, id: 71324, score: 36
gen alive: 13, params: corner divisor: 2.862241644415418, corner exponent: 2.8297712577172236, min opp score: 534.5076227007896, danger divisor: 2.1009725257027916, id: 71334, score: 36
gen alive: 13, params: corner divisor: 2.2503598163188907, corner exponent: 2.998997981500411, danger divisor: 11.200036480507162, min opp score: 144.36856232262755, id: 71380, score: 36
gen alive: 11, params: corner divisor: 16.862691626399638, corner exponent: 2.89061487799079, min opp score: 529.382358543985, danger divisor: 3.2004170428083745, id: 71047, score: 36
gen alive: 10, params: corner divisor: 5.683266892031775, corner exponent: 2.884356169716834, min opp score: 202.7566090810327, danger divisor: 12.843042459694225, id: 68129, score: 36
