gen alive: 14, params: corner divisor: 1.054620596466676, corner exponent: 2.0088059829994034, min opp score: 165.75068266854248, danger divisor: 3.2004170428083745, id: 67985, score: 57
gen alive: 16, params: corner divisor: 2.7625115004362217, corner exponent: 1.7520585311117283, danger divisor: 3.0838274808205477, min opp score: 113.04675385150676, id: 69828, score: 55
gen alive: 41, params: corner divisor: 1.5867073576676085, corner exponent: 1.7173015525225386, danger divisor: 2.418516032870584, min opp score: 139.1762947009676, id: 57123, score: 54
gen alive: 23, params: corner divisor: 2.286479560309278, corner exponent: 2.9299428753652634, danger divisor: 2.1363654620757626, min opp score: 519.6620295866043, id: 70325, score: 54
gen alive: 16, params: corner divisor: 3.2055106368020043, corner exponent: 2.6985519016919213, min opp score: 138.09662155722677, danger divisor: 1.3608522065063957, id: 68279, score: 54
gen alive: 15, params: corner divisor: 3.2055106368020043, corner exponent: 2.998997981500411, danger divisor: 1.3608522065063957, min opp score: 241.54486850040072, id: 70776, score: 54
gen alive: 15, params: corner divisor: 2.2503598163188907, corner exponent: 1.8913847706440352, danger divisor: 2.418516032870584, min opp score: 141.34469833936106, id: 69079, score: 54
gen alive: 12, params: corner divisor: 1.0290058383826213, corner exponent: 2.5883624467498754, min opp score: 265.2251188739084, danger divisor: 1.649032334271234, id: 69870, score: 54
gen alive: 19, params: corner divisor: 2.862241644415418, corner exponent: 2.1561959858785147, danger divisor: 2.418516032870584, min opp score: 122.4941592700856, id: 69989, score: 52
gen alive: 7, params: corner divisor: 1.0290058383826213, corner exponent: 2.6193466801322165, danger divisor: 3.563942603591514, min opp score: 152.42264594012372, id: 71147, score: 52
gen alive: 24, params: corner divisor: 1.0290058383826213, corner exponent: 2.998997981500411, danger divisor: 6.282036145411378, min opp score: 152.42264594012372, id: 64511, score: 51
gen alive: 18, params: corner divisor: 1.924872582001383, corner exponent: 1.7520585311117283, min opp score: 254.29979770060362, danger divisor: 3.0838274808205477, id: 68133, score: 51
gen alive: 10, params: corner divisor: 2.862241644415418, corner exponent: 2.2736765941280996, min opp score: 110.40149820921758, danger divisor: 13.4717176382108, id: 68711, score: 51
gen alive: 8, params: corner divisor: 1.054620596466676, corner exponent: 2.0088059829994034, min opp score: 334.911532975735, danger divisor: 3.3468520419261925, chip divisor: 14.741943686245813, id: 70673, score: 51
gen alive: 3, params: corner divisor: 1.924872582001383, corner exponent: 1.7520585311117283, min opp score: 584.8398007259727, danger divisor: 3.0838274808205477, id: 68473, score: 51
gen alive: 17, params: corner divisor: 1.0290058383826213, corner exponent: 1.688687600762522, min opp score: 118.36539389894367, danger divisor: 2.0106965861637534, id: 70275, score: 49
gen alive: 15, params: corner divisor: 2.2503598163188907, corner exponent: 2.2736765941280996, min opp score: 273.64645109105743, danger divisor: 2.0475493938271403, id: 69354, score: 49
gen alive: 24, params: corner divisor: 1.5170244504788477, corner exponent: 2.2736765941280996, min opp score: 286.694117113704, danger divisor: 8.679856947328904, id: 66264, score: 48
gen alive: 19, params: corner divisor: 1.0290058383826213, corner exponent: 1.688687600762522, danger divisor: 5.100605570527102, min opp score: 139.1762947009676, id: 70831, score: 48
gen alive: 18, params: corner divisor: 1.4141726915481594, corner exponent: 2.093018936697602, min opp score: 159.49531753453243, danger divisor: 1.649032334271234, id: 71296, score: 48
gen alive: 17, params: corner divisor: 1.0290058383826213, corner exponent: 2.5287349529419796, danger divisor: 2.1363654620757626, min opp score: 534.5076227007896, id: 70271, score: 48
gen alive: 15, params: corner divisor: 1.0290058383826213, corner exponent: 2.4875957920224576, danger divisor: 1.3608522065063957, min opp score: 191.02828674709963, id: 68879, score: 48
gen alive: 15, params: corner divisor: 3.645230210282799, corner exponent: 2.6308317465596245, danger divisor: 1.649032334271234, min opp score: 144.36856232262755, id: 68868, score: 48
gen alive: 15, params: corner divisor: 4.640324695458716, corner exponent: 1.9983834265997533, min opp score: 286.694117113704, danger divisor: 4.721772522760075, chip divisor: 17.258238674271052, id: 69250, score: 48
gen alive: 12, params: corner divisor: 1.924872582001383, corner exponent: 1.4992386183196331, min opp score: 122.4941592700856, danger divisor: 10.61957148418957, id: 70904, score: 48
gen alive: 4, params: corner divisor: 6.915123538327318, corner exponent: 1.4992386183196331, min opp score: 210.90429889342934, danger divisor: 10.61957148418957, id: 69155, score: 48
gen alive: 4, params: corner divisor: 1.4141726915481594, corner exponent: 1.7520585311117283, min opp score: 172.68018922411872, danger divisor: 4.6480805674623396, id: 69306, score: 48
gen alive: 3, params: corner divisor: 2.6108020704772654, corner exponent: 2.613053380400129, min opp score: 888.1732644252127, danger divisor: 2.9210715596027335, id: 69328, score: 48
gen alive: 24, params: corner divisor: 2.286479560309278, corner exponent: 2.9299428753652634, min opp score: 418.39215087954614, danger divisor: 3.2004170428083745, id: 69774, score: 46
gen alive: 23, params: corner divisor: 2.862241644415418, corner exponent: 1.9983834265997533, min opp score: 308.7104650706492, danger divisor: 4.721772522760075, id: 68877, score: 46
gen alive: 20, params: corner divisor: 2.862241644415418, corner exponent: 2.9299428753652634, danger divisor: 2.418516032870584, min opp score: 122.4941592700856, id: 70800, score: 46
gen alive: 18, params: corner divisor: 1.4141726915481594, corner exponent: 1.8101710692084094, danger divisor: 2.418516032870584, min opp score: 155.82775620015062, id: 70075, score: 46
gen alive: 11, params: corner divisor: 2.862241644415418, corner exponent: 2.2736765941280996, danger divisor: 1.0824483397993152, min opp score: 110.40149820921758, id: 70805, score: 46
gen alive: 10, params: corner divisor: 2.2503598163188907, corner exponent: 2.998997981500411, danger divisor: 1.9591661243954919, min opp score: 914.3904798293323, id: 71057, score: 46
gen alive: 5, params: corner divisor: 1.054620596466676, corner exponent: 2.4061450350711895, min opp score: 674.335063321291, danger divisor: 1.0824483397993152, id: 70473, score: 46
gen alive: 42, params: corner divisor: 1.5867073576676085, corner exponent: 2.2092253401801756, danger divisor: 2.914264166191812, min opp score: 141.34469833936106, id: 62653, score: 45
gen alive: 30, params: corner divisor: 2.286479560309278, corner exponent: 2.8518345300175136, danger divisor: 1.1402648882658646, min opp score: 308.7104650706492, id: 67793, score: 45
gen alive: 29, params: corner divisor: 2.286479560309278, corner exponent: 1.4130343978500963, danger divisor: 2.272649183166843, min opp score: 122.4941592700856, id: 67256, score: 45
gen alive: 28, params: corner divisor: 2.862241644415418, corner exponent: 2.9299428753652634, min opp score: 144.36856232262755, danger divisor: 5.100605570527102, id: 70289, score: 45
gen alive: 19, params: corner divisor: 2.862241644415418, corner exponent: 2.228224356829537, danger divisor: 2.418516032870584, min opp score: 122.4941592700856, id: 69621, score: 45
gen alive: 19, params: corner divisor: 1.054620596466676, corner exponent: 2.0088059829994034, min opp score: 139.1762947009676, danger divisor: 3.630510808690213, id: 68737, score: 45
gen alive: 18, params: corner divisor: 2.286479560309278, corner exponent: 2.998997981500411, danger divisor: 5.571533099852763, min opp score: 180.37813792819554, id: 67292, score: 45
gen alive: 16, params: corner divisor: 2.862241644415418, corner exponent: 1.688687600762522, min opp score: 334.911532975735, danger divisor: 2.418516032870584, id: 69053, score: 45
gen alive: 14, params: corner divisor: 1.054620596466676, corner exponent: 2.0088059829994034, danger divisor: 7.88037732424666, min opp score: 141.34469833936106, id: 71365, score: 45
gen alive: 12, params: corner divisor: 2.286479560309278, corner exponent: 2.873538226571715, danger divisor: 2.0106965861637534, min opp score: 144.36856232262755, id: 71415, score: 45
gen alive: 11, params: corner divisor: 3.2055106368020043, corner exponent: 2.6985519016919213, min opp score: 138.09662155722677, danger divisor: 3.0838274808205477, id: 70273, score: 45
gen alive: 11, params: corner divisor: 5.683266892031775, corner exponent: 2.884356169716834, min opp score: 914.3904798293323, danger divisor: 1.768612636421127, id: 69829, score: 45
gen alive: 8, params: corner divisor: 3.2055106368020043, corner exponent: 2.998997981500411, danger divisor: 1.3608522065063957, min opp score: 990.1153041605246, id: 71137, score: 45
gen alive: 4, params: corner divisor: 4.934159242195454, corner exponent: 2.998997981500411, danger divisor: 1.4138923453665229, min opp score: 855.939132868606, id: 70701, score: 45
gen alive: 2, params: corner divisor: 3.2055106368020043, corner exponent: 2.6985519016919213, min opp score: 123.84301854992722, danger divisor: 13.193931818879781, id: 71185, score: 45
gen alive: 1, params: corner divisor: 2.286479560309278, corner exponent: 2.8518345300175136, danger divisor: 1.3608522065063957, min opp score: 958.1162003280062, id: 68785, score: 45
gen alive: 25, params: corner divisor: 3.2055106368020043, corner exponent: 2.592441284884862, min opp score: 392.3827744877611, danger divisor: 5.100605570527102, id: 69815, score: 43
gen alive: 23, params: corner divisor: 3.3543983211808075, corner exponent: 2.592441284884862, min opp score: 113.04675385150676, danger divisor: 2.418516032870584, id: 71355, score: 43
gen alive: 21, params: corner divisor: 1.054620596466676, corner exponent: 2.0088059829994034, min opp score: 529.382358543985, danger divisor: 3.2004170428083745, id: 67224, score: 43
gen alive: 18, params: corner divisor: 2.5106102527310936, corner exponent: 2.8518345300175136, danger divisor: 1.4138923453665229, min opp score: 308.7104650706492, id: 70774, score: 43
gen alive: 16, params: corner divisor: 3.2055106368020043, corner exponent: 2.6985519016919213, danger divisor: 2.418516032870584, min opp score: 138.09662155722677, id: 71301, score: 43
gen alive: 15, params: corner divisor: 1.118239190535093, corner exponent: 1.3944904353684828, danger divisor: 4.419096650247032, min opp score: 207.36414059117624, id: 71308, score: 43
gen alive: 15, params: corner divisor: 2.2503598163188907, corner exponent: 2.998997981500411, danger divisor: 1.0824483397993152, min opp score: 180.37813792819554, id: 71339, score: 43
gen alive: 7, params: corner divisor: 1.1877205816813143, corner exponent: 2.841522455613107, min opp score: 144.36856232262755, danger divisor: 2.764497188219479, id: 71187, score: 43
gen alive: 3, params: corner divisor: 3.645230210282799, corner exponent: 2.6308317465596245, danger divisor: 4.121275809016667, min opp score: 394.88820644496553, id: 71135, score: 43
gen alive: 1, params: corner divisor: 9.998267583052225, corner exponent: 1.2586386023641318, danger divisor: 1.9430598150981178, min opp score: 708.4893779375737, id: 70545, score: 43
gen alive: 30, params: corner divisor: 2.862241644415418, corner exponent: 2.6985519016919213, danger divisor: 2.418516032870584, min opp score: 308.7104650706492, id: 69352, score: 42
gen alive: 29, params: corner divisor: 2.862241644415418, corner exponent: 2.9299428753652634, min opp score: 144.36856232262755, danger divisor: 2.418516032870584, id: 69883, score: 42
gen alive: 27, params: corner divisor: 2.286479560309278, corner exponent: 2.9299428753652634, min opp score: 519.6620295866043, danger divisor: 3.2004170428083745, id: 69336, score: 42
gen alive: 24, params: corner divisor: 1.4141726915481594, corner exponent: 2.093018936697602, min opp score: 159.49531753453243, danger divisor: 11.467287508651392, id: 67051, score: 42
gen alive: 23, params: corner divisor: 2.862241644415418, corner exponent: 1.9983834265997533, danger divisor: 4.721772522760075, min opp score: 118.36539389894367, id: 69272, score: 42
gen alive: 23, params: corner divisor: 1.4141726915481594, corner exponent: 2.2736765941280996, min opp score: 159.49531753453243, danger divisor: 13.4717176382108, id: 71306, score: 42
gen alive: 22, params: corner divisor: 3.2055106368020043, corner exponent: 2.6985519016919213, min opp score: 210.90429889342934, danger divisor: 3.2004170428083745, id: 71335, score: 42
gen alive: 18, params: corner divisor: 2.862241644415418, corner exponent: 2.9299428753652634, min opp score: 122.4941592700856, danger divisor: 1.0824483397993152, id: 71300, score: 42
gen alive: 17, params: corner divisor: 1.054620596466676, corner exponent: 2.0088059829994034, min opp score: 529.382358543985, danger divisor: 1.0824483397993152, id: 65047, score: 42
gen alive: 16, params: corner divisor: 2.862241644415418, corner exponent: 2.1352565139173034, min opp score: 139.1762947009676, danger divisor: 11.772153635755657, id: 67820, score: 42
gen alive: 16, params: corner divisor: 1.5867073576676085, corner exponent: 2.6666195805477413, danger divisor: 2.418516032870584, min opp score: 988.6030057803032, id: 70735, score: 42
gen alive: 15, params: corner divisor: 2.286479560309278, corner exponent: 2.2736765941280996, danger divisor: 1.1402648882658646, min opp score: 122.4941592700856, id: 69294, score: 42
gen alive: 15, params: corner divisor: 2.2503598163188907, corner exponent: 1.8913847706440352, danger divisor: 2.418516032870584, min opp score: 910.6629888313839, id: 70348, score: 42
gen alive: 14, params: corner divisor: 1.0290058383826213, corner exponent: 2.6193466801322165, danger divisor: 2.1363654620757626, min opp score: 152.42264594012372, id: 69799, score: 42
gen alive: 13, params: corner divisor: 1.4141726915481594, corner exponent: 2.093018936697602, min opp score: 159.49531753453243, danger divisor: 15.229544948882749, id: 69747, score: 42
gen alive: 12, params: corner divisor: 3.252945427663768, corner exponent: 2.6985519016919213, min opp score: 265.2251188739084, danger divisor: 1.3608522065063957, id: 69772, score: 42
gen alive: 11, params: danger divisor: 8.84500370722151, min opp score: 113.04675385150676, corner divisor: 4.054569489885697, corner exponent: 2.385285755981257, id: 69009, score: 42
gen alive: 9, params: corner divisor: 1.0290058383826213, corner exponent: 2.4875957920224576, danger divisor: 1.3608522065063957, min opp score: 653.9896719281234, id: 70191, score: 42
gen alive: 9, params: corner divisor: 3.2756178320740985, corner exponent: 2.486240595682991, danger divisor: 5.021475068263267, min opp score: 144.36856232262755, id: 70103, score: 42
gen alive: 9, params: corner divisor: 4.934159242195454, corner exponent: 2.998997981500411, min opp score: 914.3904798293323, danger divisor: 1.4138923453665229, id: 71382, score: 42
gen alive: 7, params: corner divisor: 2.2503598163188907, corner exponent: 2.611773823090645, min opp score: 191.02828674709963, danger divisor: 15.404149439750224, id: 70251, score: 42
gen alive: 7, params: corner divisor: 1.054620596466676, corner exponent: 1.8875822546717733, min opp score: 718.8170526037399, danger divisor: 1.0824483397993152, id: 70625, score: 42
gen alive: 5, params: corner divisor: 1.054620596466676, corner exponent: 2.4012520165393663, min opp score: 914.3904798293323, danger divisor: 2.157948128710443, id: 70489, score: 42
gen alive: 4, params: corner divisor: 2.2503598163188907, corner exponent: 2.611773823090645, min opp score: 191.02828674709963, danger divisor: 2.627285113330374, id: 70987, score: 42
gen alive: 3, params: corner divisor: 3.882769343603781, corner exponent: 2.2736765941280996, min opp score: 273.64645109105743, danger divisor: 5.000342936578116, id: 69577, score: 42
gen alive: 2, params: corner divisor: 2.6108020704772654, corner exponent: 2.613053380400129, min opp score: 201.49348321948287, danger divisor: 2.9210715596027335, id: 70715, score: 42
gen alive: 14, params: corner divisor: 1.0290058383826213, corner exponent: 2.6193466801322165, danger divisor: 2.418516032870584, min opp score: 910.6629888313839, id: 70777, score: 41
gen alive: 17, params: corner divisor: 2.316373928221292, corner exponent: 2.6985519016919213, danger divisor: 2.418516032870584, min opp score: 308.7104650706492, id: 69777, score: 40
gen alive: 9, params: corner divisor: 1.4141726915481594, corner exponent: 1.8101710692084094, danger divisor: 2.418516032870584, min opp score: 236.0254360182813, id: 71173, score: 40
gen alive: 4, params: corner divisor: 2.0617773489344384, corner exponent: 2.401177125417549, min opp score: 637.8093286177752, danger divisor: 1.0824483397993152, id: 71227, score: 40
gen alive: 1, params: corner divisor: 2.1864689281658887, corner exponent: 2.88167652963122, min opp score: 418.39215087954614, danger divisor: 2.0475493938271403, id: 68217, score: 40
gen alive: 1, params: corner divisor: 3.2055106368020043, corner exponent: 2.6985519016919213, danger divisor: 1.3608522065063957, id: 69888, score: 40
gen alive: 29, params: corner divisor: 1.4141726915481594, corner exponent: 2.093018936697602, min opp score: 159.49531753453243, danger divisor: 3.630510808690213, id: 70902, score: 39
gen alive: 27, params: corner divisor: 1.0290058383826213, corner exponent: 1.688687600762522, danger divisor: 5.100605570527102, min opp score: 169.03065978345285, id: 68347, score: 39
gen alive: 27, params: corner divisor: 1.924872582001383, corner exponent: 2.4630371416526673, min opp score: 241.54486850040072, danger divisor: 4.104455227382766, id: 69818, score: 39
gen alive: 27, params: corner divisor: 1.0290058383826213, corner exponent: 1.688687600762522, danger divisor: 3.214631474519019, min opp score: 118.36539389894367, id: 66223, score: 39
gen alive: 21, params: corner divisor: 2.286479560309278, corner exponent: 2.7305056666446275, danger divisor: 6.957953843785348, min opp score: 144.36856232262755, id: 68965, score: 39
gen alive: 21, params: corner divisor: 2.862241644415418, corner exponent: 2.8518345300175136, min opp score: 937.8684901227817, danger divisor: 1.1402648882658646, id: 70792, score: 39
gen alive: 20, params: corner divisor: 3.264088418699735, corner exponent: 2.998997981500411, min opp score: 254.85862698385804, danger divisor: 2.1363654620757626, id: 66619, score: 39
