gen alive: 19, params: danger divisor: 6.600414960993502, min opp score: 115.36442148251422, corner divisor: 1.4141726915481594, corner exponent: 1.7438382053118622, id: 11614, score: 57
gen alive: 12, params: corner divisor: 1.4141726915481594, corner exponent: 2.8664371522540826, min opp score: 190.93643104648592, danger divisor: 2.305755204698305, id: 10403, score: 57
gen alive: 11, params: danger divisor: 3.094864775564959, min opp score: 188.76724814415502, corner divisor: 1.924872582001383, corner exponent: 2.8664371522540826, id: 12130, score: 57
gen alive: 15, params: corner divisor: 1.4141726915481594, corner exponent: 2.2736765941280996, min opp score: 128.32835903629973, danger divisor: 2.9353999173281675, id: 11175, score: 54
gen alive: 12, params: corner divisor: 1.4141726915481594, corner exponent: 1.4469847114225045, min opp score: 153.88304749693788, danger divisor: 2.305755204698305, id: 10695, score: 54
gen alive: 7, params: danger divisor: 1.91786310345601, min opp score: 500.2389513283857, corner divisor: 1.4141726915481594, corner exponent: 2.0967147039299308, id: 11132, score: 54
gen alive: 15, params: corner divisor: 1.8908946854051345, corner exponent: 2.2736765941280996, min opp score: 115.36442148251422, danger divisor: 1.91786310345601, id: 12135, score: 52
gen alive: 24, params: corner divisor: 1.8908946854051345, corner exponent: 2.2736765941280996, min opp score: 228.97772037434942, danger divisor: 2.9353999173281675, id: 2483, score: 51
gen alive: 21, params: corner divisor: 1.8908946854051345, corner exponent: 2.2736765941280996, min opp score: 170.58405237342106, danger divisor: 1.0824483397993152, id: 6578, score: 51
gen alive: 21, params: corner divisor: 1.4141726915481594, corner exponent: 2.8664371522540826, min opp score: 228.97772037434942, danger divisor: 2.9353999173281675, id: 8636, score: 51
gen alive: 18, params: corner divisor: 1.8908946854051345, corner exponent: 2.440867028945015, danger divisor: 2.4488921884608623, min opp score: 279.83659789538046, id: 11626, score: 51
gen alive: 16, params: danger divisor: 19.12090666484156, min opp score: 109.94784050610691, corner divisor: 1.4141726915481594, corner exponent: 1.6176327818639855, id: 6516, score: 51
gen alive: 15, params: min opp score: 181.52438470557382, danger divisor: 2.914264166191812, corner divisor: 1.8328395768565837, corner exponent: 1.7520585311117283, id: 11667, score: 51
gen alive: 13, params: corner divisor: 1.8908946854051345, corner exponent: 2.2736765941280996, min opp score: 273.78127407531684, danger divisor: 1.0824483397993152, id: 12157, score: 51
gen alive: 11, params: danger divisor: 1.3421995770966353, corner divisor: 5.940756489142167, corner exponent: 2.926535870789451, min opp score: 163.7480399503214, id: 12159, score: 51
gen alive: 10, params: corner divisor: 3.8523697987222603, corner exponent: 2.8664371522540826, min opp score: 553.8492933597231, danger divisor: 2.305755204698305, id: 9439, score: 51
gen alive: 12, params: corner divisor: 1.924872582001383, corner exponent: 1.6689740300120752, min opp score: 188.76724814415502, danger divisor: 5.184092569385042, id: 12131, score: 49
gen alive: 8, params: corner divisor: 1.8908946854051345, corner exponent: 2.259449548996067, min opp score: 699.2455434097883, danger divisor: 1.219823213563864, id: 12075, score: 49
gen alive: 8, params: corner divisor: 1.8908946854051345, corner exponent: 2.259449548996067, min opp score: 170.58405237342106, danger divisor: 3.828517076643575, id: 12535, score: 49
gen alive: 7, params: corner divisor: 12.357157341090629, corner exponent: 2.7514740963375237, min opp score: 118.82535495969316, danger divisor: 9.312064812755269, id: 12063, score: 49
gen alive: 5, params: corner divisor: 3.8523697987222603, corner exponent: 2.8664371522540826, min opp score: 806.1068163117534, danger divisor: 2.305755204698305, id: 12625, score: 49
gen alive: 22, params: danger divisor: 1.4876654696251377, min opp score: 330.9570482246286, corner divisor: 1.4141726915481594, corner exponent: 2.8664371522540826, id: 3531, score: 48
gen alive: 19, params: corner divisor: 3.26502621348757, corner exponent: 2.440867028945015, danger divisor: 1.4876654696251377, min opp score: 279.83659789538046, id: 12137, score: 48
gen alive: 13, params: corner divisor: 1.8328395768565837, corner exponent: 1.7520585311117283, danger divisor: 2.914264166191812, min opp score: 860.6999447364564, id: 11187, score: 48
gen alive: 13, params: danger divisor: 1.91786310345601, min opp score: 153.88304749693788, corner divisor: 1.4141726915481594, corner exponent: 1.4469847114225045, id: 9640, score: 48
gen alive: 13, params: corner divisor: 1.4141726915481594, corner exponent: 2.2736765941280996, min opp score: 526.4105422581486, danger divisor: 2.9353999173281675, id: 12193, score: 48
gen alive: 11, params: corner divisor: 1.8908946854051345, corner exponent: 1.7508021763341102, danger divisor: 9.41487458023913, min opp score: 188.76724814415502, id: 12164, score: 48
gen alive: 10, params: min opp score: 273.78127407531684, corner divisor: 1.8908946854051345, corner exponent: 2.2736765941280996, danger divisor: 1.91786310345601, id: 12198, score: 48
gen alive: 9, params: corner divisor: 1.924872582001383, corner exponent: 2.65964097961648, min opp score: 140.27693994682193, danger divisor: 6.937469206843363, id: 11973, score: 48
gen alive: 8, params: min opp score: 279.83659789538046, danger divisor: 8.934447110746135, corner divisor: 6.26247110607991, corner exponent: 1.7058605033923904, id: 11331, score: 48
gen alive: 8, params: corner divisor: 4.096485038633456, corner exponent: 2.002239708168826, min opp score: 544.0297033532672, danger divisor: 2.9353999173281675, id: 11947, score: 48
gen alive: 7, params: corner divisor: 1.4141726915481594, corner exponent: 1.6358780673092435, min opp score: 151.81464569054435, danger divisor: 1.3421995770966353, id: 12069, score: 48
gen alive: 7, params: corner divisor: 1.7276851942377975, corner exponent: 2.5487206557187614, min opp score: 188.76724814415502, danger divisor: 2.9353999173281675, id: 12601, score: 48
gen alive: 4, params: danger divisor: 2.1153921461442295, min opp score: 403.33169358058007, corner divisor: 1.4141726915481594, corner exponent: 2.8975882102448405, id: 11547, score: 48
gen alive: 2, params: corner divisor: 1.1645357852296998, corner exponent: 1.5630166598776734, danger divisor: 1.6373937682753663, min opp score: 795.1130135344522, id: 11227, score: 48
gen alive: 1, params: corner divisor: 3.6361477014602683, corner exponent: 2.0575566003384176, danger divisor: 1.229258509662097, min opp score: 743.7707965138276, id: 10668, score: 48
gen alive: 1, params: corner divisor: 3.26502621348757, corner exponent: 2.440867028945015, danger divisor: 7.372032914771697, min opp score: 128.32835903629973, id: 11617, score: 48
gen alive: 18, params: corner divisor: 3.605261203207647, corner exponent: 2.0575566003384176, danger divisor: 1.4523697158042013, min opp score: 423.83247221602505, id: 6651, score: 46
gen alive: 17, params: corner divisor: 1.924872582001383, corner exponent: 2.65964097961648, min opp score: 140.27693994682193, danger divisor: 2.7610173220029974, id: 11646, score: 46
gen alive: 16, params: corner divisor: 1.924872582001383, corner exponent: 2.65964097961648, min opp score: 187.71864196377658, danger divisor: 14.113290942424877, id: 11628, score: 46
gen alive: 10, params: corner divisor: 1.8908946854051345, corner exponent: 2.259449548996067, min opp score: 118.82535495969316, danger divisor: 1.219823213563864, id: 12682, score: 46
gen alive: 9, params: corner divisor: 3.8523697987222603, corner exponent: 2.8664371522540826, min opp score: 553.8492933597231, danger divisor: 5.250634017180757, id: 12638, score: 46
gen alive: 5, params: corner divisor: 5.888759727203829, corner exponent: 2.411900159073113, min opp score: 433.05631103347145, danger divisor: 2.0496314792114636, id: 12573, score: 46
gen alive: 20, params: corner divisor: 1.8328395768565837, corner exponent: 2.971271345743081, min opp score: 115.36442148251422, danger divisor: 5.184092569385042, id: 9637, score: 45
gen alive: 18, params: corner divisor: 1.4141726915481594, corner exponent: 2.8664371522540826, min opp score: 228.97772037434942, danger divisor: 1.4876654696251377, id: 10638, score: 45
gen alive: 16, params: danger divisor: 14.113290942424877, min opp score: 187.71864196377658, corner divisor: 1.8908946854051345, corner exponent: 1.7508021763341102, id: 9577, score: 45
gen alive: 14, params: corner divisor: 3.605261203207647, corner exponent: 1.7438382053118622, danger divisor: 7.1694974612809315, min opp score: 147.96287880823664, id: 7463, score: 45
gen alive: 13, params: corner divisor: 3.6361477014602683, corner exponent: 2.36692691537658, min opp score: 188.76724814415502, danger divisor: 1.1886142119037688, id: 11131, score: 45
gen alive: 12, params: corner divisor: 3.7666399512691084, corner exponent: 2.428894352136076, min opp score: 917.9151109389168, danger divisor: 1.0824483397993152, id: 11633, score: 45
gen alive: 9, params: corner divisor: 5.261797942094871, corner exponent: 2.4210181782338287, danger divisor: 2.4488921884608623, min opp score: 279.83659789538046, id: 12513, score: 45
gen alive: 8, params: corner divisor: 1.924872582001383, corner exponent: 2.926541697802387, min opp score: 464.1117979574563, danger divisor: 5.250634017180757, id: 12234, score: 45
gen alive: 8, params: danger divisor: 10.36413091404402, min opp score: 170.58405237342106, corner divisor: 1.4141726915481594, corner exponent: 2.8017230876354224, id: 12705, score: 45
gen alive: 5, params: min opp score: 190.86428611313073, corner divisor: 3.2574392916038675, corner exponent: 2.8664371522540826, danger divisor: 1.0824483397993152, id: 12763, score: 45
gen alive: 4, params: corner divisor: 2.178877825136006, corner exponent: 2.2736765941280996, min opp score: 178.10988402447282, danger divisor: 9.49608515840606, id: 11875, score: 45
gen alive: 4, params: corner divisor: 3.733383656265773, corner exponent: 2.7035133679012513, min opp score: 118.82535495969316, danger divisor: 11.426266101854264, id: 12553, score: 45
gen alive: 3, params: corner divisor: 2.3193307706957453, corner exponent: 2.316627310182419, min opp score: 481.2898390073526, danger divisor: 12.740570869494478, id: 10925, score: 45
