gen alive: 20, params: corner divisor: 1.8908946854051345, corner exponent: 1.5630166598776734, danger divisor: 4.295207225377153, min opp score: 163.7480399503214, id: 16713, score: 60
gen alive: 9, params: danger divisor: 1.229258509662097, min opp score: 201.6735042815908, corner divisor: 1.924872582001383, corner exponent: 2.4888656492239223, id: 15765, score: 60
gen alive: 7, params: danger divisor: 17.8969371470152, min opp score: 115.36442148251422, corner divisor: 3.5626674301032177, corner exponent: 2.762520143904383, id: 17275, score: 57
gen alive: 20, params: corner divisor: 1.8908946854051345, corner exponent: 2.259449548996067, min opp score: 118.82535495969316, danger divisor: 1.219823213563864, id: 12682, score: 55
gen alive: 16, params: corner divisor: 3.26502621348757, corner exponent: 2.440867028945015, danger divisor: 7.372032914771697, min opp score: 115.36442148251422, id: 15739, score: 54
gen alive: 13, params: min opp score: 273.78127407531684, corner divisor: 1.089128370758384, corner exponent: 2.9155839153814016, danger divisor: 1.91786310345601, id: 8611, score: 54
gen alive: 8, params: corner divisor: 1.8908946854051345, corner exponent: 2.8664371522540826, min opp score: 558.3109721984129, danger divisor: 2.55846266216978, id: 16635, score: 54
gen alive: 8, params: corner divisor: 1.8908946854051345, corner exponent: 1.193912119031407, danger divisor: 5.3221106146357124, min opp score: 279.83659789538046, id: 17145, score: 54
gen alive: 7, params: corner divisor: 3.23156090300406, corner exponent: 1.7638128899699153, min opp score: 104.61670016608777, danger divisor: 3.094864775564959, id: 17219, score: 54
gen alive: 3, params: min opp score: 505.4418726927405, danger divisor: 1.9789476443538732, corner divisor: 3.733383656265773, corner exponent: 2.870429969214087, id: 16206, score: 54
gen alive: 22, params: corner divisor: 1.1645357852296998, corner exponent: 1.6358780673092435, min opp score: 273.78127407531684, danger divisor: 1.0824483397993152, id: 12743, score: 52
gen alive: 14, params: corner divisor: 2.178877825136006, corner exponent: 2.2736765941280996, min opp score: 178.10988402447282, danger divisor: 9.49608515840606, id: 11875, score: 52
gen alive: 13, params: corner divisor: 1.4141726915481594, corner exponent: 2.971271345743081, min opp score: 190.86428611313073, danger divisor: 1.6998414553909156, id: 15187, score: 52
gen alive: 16, params: danger divisor: 4.024877060539588, corner divisor: 5.940756489142167, corner exponent: 2.926535870789451, min opp score: 211.27110436032672, id: 13389, score: 51
gen alive: 15, params: corner divisor: 1.4141726915481594, corner exponent: 1.4469847114225045, min opp score: 188.76724814415502, danger divisor: 5.2921199125345995, id: 17272, score: 51
gen alive: 14, params: corner divisor: 1.4141726915481594, corner exponent: 2.7267100482563587, min opp score: 188.76724814415502, danger divisor: 2.55846266216978, id: 17818, score: 51
gen alive: 13, params: min opp score: 178.10988402447282, corner divisor: 1.7276851942377975, corner exponent: 2.5487206557187614, danger divisor: 1.91786310345601, id: 15205, score: 51
gen alive: 13, params: corner divisor: 5.799198960720406, corner exponent: 2.65964097961648, min opp score: 178.10988402447282, danger divisor: 2.7610173220029974, id: 16171, score: 51
gen alive: 12, params: corner divisor: 1.5674031545418696, corner exponent: 2.2759086394161656, min opp score: 188.76724814415502, danger divisor: 2.7610173220029974, id: 16320, score: 51
gen alive: 6, params: corner divisor: 3.23156090300406, corner exponent: 2.2736765941280996, min opp score: 178.10988402447282, danger divisor: 1.3967366464721327, id: 17298, score: 51
gen alive: 6, params: min opp score: 969.3119663205541, corner divisor: 7.868447486529291, corner exponent: 2.8664371522540826, danger divisor: 1.0824483397993152, id: 17055, score: 51
gen alive: 5, params: corner divisor: 3.5370921939325424, corner exponent: 2.1914854168971973, danger divisor: 1.6616063900643234, min opp score: 279.83659789538046, id: 15202, score: 51
gen alive: 2, params: corner divisor: 1.924872582001383, corner exponent: 2.0967147039299308, min opp score: 380.3537427104161, danger divisor: 1.721555916548688, id: 16256, score: 51
gen alive: 24, params: corner divisor: 1.8908946854051345, corner exponent: 2.2736765941280996, danger divisor: 2.305755204698305, min opp score: 170.58405237342106, id: 17246, score: 48
gen alive: 20, params: danger divisor: 2.55846266216978, min opp score: 115.36442148251422, corner divisor: 3.26502621348757, corner exponent: 2.440867028945015, id: 14678, score: 48
gen alive: 16, params: corner divisor: 1.8908946854051345, corner exponent: 2.073588259556087, danger divisor: 5.658510003877069, min opp score: 279.83659789538046, id: 17853, score: 48
gen alive: 10, params: min opp score: 504.47475055887844, corner divisor: 3.6361477014602683, corner exponent: 2.2736765941280996, danger divisor: 2.9353999173281675, id: 16103, score: 48
gen alive: 10, params: corner divisor: 1.4141726915481594, corner exponent: 2.971271345743081, min opp score: 558.8407816717124, danger divisor: 1.286596863030676, id: 17741, score: 48
gen alive: 8, params: corner divisor: 3.605261203207647, corner exponent: 2.284616607488328, min opp score: 211.27110436032672, danger divisor: 5.2921199125345995, id: 17307, score: 48
gen alive: 8, params: corner divisor: 1.5674031545418696, corner exponent: 2.2759086394161656, min opp score: 188.76724814415502, danger divisor: 9.575912904007094, id: 17775, score: 48
gen alive: 7, params: corner divisor: 2.178877825136006, corner exponent: 2.2736765941280996, min opp score: 329.6859752796031, danger divisor: 3.089986759800318, id: 17073, score: 48
gen alive: 32, params: danger divisor: 1.4876654696251377, min opp score: 330.9570482246286, corner divisor: 1.4141726915481594, corner exponent: 2.8664371522540826, id: 3531, score: 47
gen alive: 11, params: corner divisor: 1.4141726915481594, corner exponent: 1.9502916651175903, min opp score: 521.7133924433042, danger divisor: 1.3771440243396964, id: 14631, score: 47
gen alive: 21, params: danger divisor: 3.094864775564959, min opp score: 188.76724814415502, corner divisor: 1.924872582001383, corner exponent: 2.8664371522540826, id: 12130, score: 46
gen alive: 14, params: corner divisor: 1.8908946854051345, corner exponent: 2.440867028945015, danger divisor: 2.7610173220029974, min opp score: 228.97772037434942, id: 16240, score: 46
gen alive: 9, params: corner divisor: 1.4141726915481594, corner exponent: 2.7352252864720894, min opp score: 153.88304749693788, danger divisor: 5.2921199125345995, id: 16113, score: 46
gen alive: 2, params: corner divisor: 1.924872582001383, corner exponent: 2.5487206557187614, min opp score: 455.3356596652689, danger divisor: 3.094864775564959, id: 16836, score: 46
gen alive: 1, params: corner divisor: 1.924872582001383, corner exponent: 2.5487206557187614, min opp score: 338.3205127023116, danger divisor: 1.250267146846249, id: 16803, score: 46
gen alive: 21, params: corner divisor: 1.4141726915481594, corner exponent: 2.65964097961648, min opp score: 176.06994617884283, danger divisor: 1.4812188442407366, id: 14746, score: 45
gen alive: 19, params: corner divisor: 1.924872582001383, corner exponent: 1.4469847114225045, min opp score: 279.83659789538046, danger divisor: 2.1153921461442295, id: 14739, score: 45
gen alive: 18, params: min opp score: 188.76724814415502, danger divisor: 1.7502101156723189, corner divisor: 1.8908946854051345, corner exponent: 2.440867028945015, id: 17809, score: 45
gen alive: 17, params: danger divisor: 17.430515423049982, min opp score: 112.90179534452892, corner divisor: 1.4141726915481594, corner exponent: 2.8975882102448405, id: 14713, score: 45
gen alive: 17, params: corner divisor: 1.8908946854051345, corner exponent: 2.440867028945015, danger divisor: 2.305755204698305, min opp score: 228.97772037434942, id: 15691, score: 45
gen alive: 16, params: corner divisor: 1.924872582001383, corner exponent: 2.926541697802387, min opp score: 163.406443106845, danger divisor: 2.9353999173281675, id: 13665, score: 45
gen alive: 15, params: min opp score: 211.27110436032672, danger divisor: 2.914264166191812, corner divisor: 1.8908946854051345, corner exponent: 2.259449548996067, id: 16719, score: 45
gen alive: 15, params: min opp score: 190.86428611313073, corner divisor: 3.2574392916038675, corner exponent: 2.8664371522540826, danger divisor: 1.0824483397993152, id: 12763, score: 45
gen alive: 15, params: corner divisor: 1.924872582001383, corner exponent: 2.926541697802387, min opp score: 163.406443106845, danger divisor: 9.907725917840555, id: 13105, score: 45
gen alive: 12, params: corner divisor: 3.23156090300406, corner exponent: 2.9208657549794426, min opp score: 104.61670016608777, danger divisor: 3.094864775564959, id: 15715, score: 45
gen alive: 10, params: corner divisor: 1.4141726915481594, corner exponent: 1.0162962025639866, danger divisor: 4.295207225377153, min opp score: 187.28420546069233, id: 17561, score: 45
gen alive: 9, params: corner divisor: 3.621001084623189, corner exponent: 2.762520143904383, min opp score: 163.406443106845, danger divisor: 3.2023999394635947, id: 16740, score: 45
gen alive: 9, params: corner divisor: 1.8908946854051345, corner exponent: 2.440867028945015, danger divisor: 8.511689386722242, min opp score: 140.27693994682193, id: 17103, score: 45
gen alive: 9, params: corner divisor: 1.8908946854051345, corner exponent: 2.2880609849211835, danger divisor: 2.1153921461442295, min opp score: 115.36442148251422, id: 17733, score: 45
gen alive: 8, params: danger divisor: 1.8313780100956953, min opp score: 211.27110436032672, corner divisor: 3.605261203207647, corner exponent: 2.284616607488328, id: 16687, score: 45
gen alive: 8, params: corner divisor: 1.8908946854051345, corner exponent: 2.541158444911143, min opp score: 188.76724814415502, danger divisor: 5.581836088586563, id: 16491, score: 45
gen alive: 7, params: corner divisor: 1.924872582001383, corner exponent: 1.2841646305121295, min opp score: 118.82535495969316, danger divisor: 7.172813825886003, id: 17485, score: 45
gen alive: 6, params: corner divisor: 6.895594093443885, corner exponent: 1.9502916651175903, min opp score: 115.36442148251422, danger divisor: 9.236326392721525, id: 17812, score: 45
gen alive: 3, params: danger divisor: 1.4566614460665415, min opp score: 956.6489375703086, corner divisor: 5.888759727203829, corner exponent: 2.411900159073113, chip divisor: 13.32626511293107, id: 15787, score: 45
gen alive: 3, params: corner divisor: 7.895993886476, corner exponent: 2.2524093686329048, min opp score: 107.50269893056581, danger divisor: 16.72946437203767, id: 17123, score: 45
gen alive: 3, params: corner divisor: 3.5370921939325424, corner exponent: 2.1914854168971973, danger divisor: 1.6616063900643234, min opp score: 723.7455229006283, id: 17461, score: 45
gen alive: 1, params: corner divisor: 1.924872582001383, corner exponent: 2.926535870789451, min opp score: 773.251898086652, danger divisor: 1.3421995770966353, id: 17573, score: 45
gen alive: 11, params: corner divisor: 2.3193307706957453, corner exponent: 2.2736765941280996, min opp score: 467.54612106367586, danger divisor: 1.0824483397993152, id: 16543, score: 44
gen alive: 17, params: corner divisor: 1.8908946854051345, corner exponent: 2.2736765941280996, min opp score: 187.71864196377658, danger divisor: 1.7502101156723189, id: 17803, score: 43
gen alive: 15, params: corner divisor: 1.4141726915481594, corner exponent: 1.4469847114225045, min opp score: 422.94010713457146, danger divisor: 4.638002920353788, id: 17801, score: 43
gen alive: 10, params: corner divisor: 1.8908946854051345, corner exponent: 2.259449548996067, min opp score: 256.7546951947771, danger divisor: 16.890373089387708, id: 17715, score: 43
gen alive: 1, params: corner divisor: 5.678325635771337, corner exponent: 2.2601220624286333, danger divisor: 1.6408508361343375, min opp score: 378.0428378100761, id: 17314, score: 43
gen alive: 20, params: corner divisor: 1.4141726915481594, corner exponent: 1.5630166598776734, danger divisor: 4.295207225377153, min opp score: 163.7480399503214, id: 14205, score: 42
gen alive: 18, params: corner divisor: 1.4141726915481594, corner exponent: 2.2736765941280996, min opp score: 188.76724814415502, danger divisor: 5.658510003877069, id: 17780, score: 42
gen alive: 17, params: corner divisor: 1.924872582001383, corner exponent: 2.259449548996067, min opp score: 118.82535495969316, danger divisor: 5.658510003877069, id: 17283, score: 42
gen alive: 17, params: corner divisor: 1.4141726915481594, corner exponent: 2.2736765941280996, min opp score: 467.54612106367586, danger divisor: 2.914264166191812, id: 17738, score: 42
gen alive: 16, params: corner divisor: 3.26502621348757, corner exponent: 2.440867028945015, danger divisor: 4.511643499010048, min opp score: 188.76724814415502, id: 13731, score: 42
gen alive: 14, params: corner divisor: 1.8908946854051345, corner exponent: 2.0804125774076354, min opp score: 128.32835903629973, danger divisor: 12.366365044211665, id: 17303, score: 42
gen alive: 13, params: danger divisor: 2.9353999173281675, min opp score: 115.36442148251422, corner divisor: 1.4141726915481594, corner exponent: 2.8664371522540826, id: 16723, score: 42
gen alive: 13, params: corner divisor: 1.8908946854051345, corner exponent: 2.541158444911143, min opp score: 140.27693994682193, danger divisor: 1.0824483397993152, id: 16835, score: 42
gen alive: 12, params: corner divisor: 2.178877825136006, corner exponent: 2.2736765941280996, min opp score: 178.10988402447282, danger divisor: 3.089986759800318, id: 13117, score: 42
gen alive: 12, params: min opp score: 178.10988402447282, corner divisor: 1.924872582001383, corner exponent: 2.65964097961648, danger divisor: 2.7610173220029974, id: 16760, score: 42
gen alive: 12, params: corner divisor: 1.4141726915481594, corner exponent: 1.4469847114225045, min opp score: 109.71795378695163, danger divisor: 2.9353999173281675, id: 17789, score: 42
gen alive: 12, params: min opp score: 378.0428378100761, danger divisor: 2.902738130148521, corner divisor: 1.4141726915481594, corner exponent: 2.0597254215238063, id: 17839, score: 42
gen alive: 11, params: corner divisor: 1.8908946854051345, corner exponent: 1.56177334638523, danger divisor: 12.488162319758972, min opp score: 163.7480399503214, id: 17037, score: 42
gen alive: 10, params: corner divisor: 2.862241644415418, corner exponent: 2.8518345300175136, danger divisor: 2.55846266216978, min opp score: 161.39171022896363, id: 17797, score: 42
gen alive: 10, params: corner divisor: 6.035699961981355, corner exponent: 1.859001772395734, min opp score: 103.51514861168721, danger divisor: 1.5390558275077049, id: 17876, score: 42
gen alive: 9, params: corner divisor: 1.7276851942377975, corner exponent: 2.5487206557187614, min opp score: 210.97974675215204, danger divisor: 4.055048026648271, id: 17749, score: 42
gen alive: 8, params: corner divisor: 1.8908946854051345, corner exponent: 2.440867028945015, danger divisor: 1.5333675855034437, min opp score: 228.97772037434942, id: 16969, score: 42
gen alive: 8, params: corner divisor: 8.279441317418089, corner exponent: 2.8664371522540826, min opp score: 115.36442148251422, danger divisor: 6.235631250256568, id: 17250, score: 42
gen alive: 8, params: corner divisor: 1.4141726915481594, corner exponent: 2.8664371522540826, min opp score: 644.588341624056, danger divisor: 1.3771440243396964, id: 17845, score: 42
gen alive: 7, params: corner divisor: 2.178877825136006, corner exponent: 2.2736765941280996, min opp score: 178.10988402447282, danger divisor: 14.885613025156534, id: 16551, score: 42
gen alive: 7, params: min opp score: 499.77724644018997, corner divisor: 1.924872582001383, corner exponent: 2.4888656492239223, danger divisor: 1.526291895440862, id: 17737, score: 42
gen alive: 7, params: corner divisor: 4.284740667201561, corner exponent: 2.8664371522540826, danger divisor: 9.575912904007094, min opp score: 127.40972325785621, id: 17769, score: 42
gen alive: 6, params: danger divisor: 2.55846266216978, min opp score: 644.588341624056, corner divisor: 1.8328395768565837, corner exponent: 2.8664371522540826, id: 17111, score: 42
gen alive: 6, params: min opp score: 499.77724644018997, corner divisor: 3.6361477014602683, corner exponent: 2.2736765941280996, danger divisor: 1.526291895440862, id: 17041, score: 42
gen alive: 6, params: corner divisor: 2.3193307706957453, corner exponent: 2.2736765941280996, min opp score: 467.54612106367586, danger divisor: 1.4382572063587282, id: 17585, score: 42
gen alive: 6, params: min opp score: 186.51853826082674, danger divisor: 2.1764738108395956, corner divisor: 1.4141726915481594, corner exponent: 2.65964097961648, id: 17717, score: 42
gen alive: 6, params: corner divisor: 3.6361477014602683, corner exponent: 2.65964097961648, min opp score: 163.406443106845, danger divisor: 2.9353999173281675, id: 17771, score: 42
gen alive: 6, params: corner divisor: 1.924872582001383, corner exponent: 1.56177334638523, min opp score: 455.3356596652689, danger divisor: 3.094864775564959, id: 17850, score: 42
gen alive: 5, params: corner divisor: 1.4141726915481594, corner exponent: 2.65964097961648, min opp score: 766.8706998403021, danger divisor: 3.094864775564959, id: 17870, score: 42
gen alive: 4, params: corner divisor: 1.8908946854051345, corner exponent: 2.440867028945015, danger divisor: 19.672937370501838, min opp score: 228.97772037434942, id: 17623, score: 42
gen alive: 21, params: corner divisor: 1.8908946854051345, corner exponent: 2.2736765941280996, min opp score: 281.75716737972664, danger divisor: 1.91786310345601, id: 16731, score: 40
gen alive: 21, params: min opp score: 499.77724644018997, danger divisor: 1.7502101156723189, corner divisor: 1.8908946854051345, corner exponent: 2.2736765941280996, id: 17306, score: 40
gen alive: 15, params: corner divisor: 3.26502621348757, corner exponent: 2.440867028945015, danger divisor: 4.511643499010048, min opp score: 115.36442148251422, id: 17816, score: 40
gen alive: 12, params: corner divisor: 3.26502621348757, corner exponent: 2.440867028945015, danger divisor: 14.648973551644346, min opp score: 140.27693994682193, id: 14485, score: 40
gen alive: 10, params: corner divisor: 2.2369469541561404, corner exponent: 2.8664371522540826, min opp score: 661.102210411489, danger divisor: 1.5390558275077049, id: 15133, score: 40
gen alive: 10, params: min opp score: 188.76724814415502, corner divisor: 1.089128370758384, corner exponent: 2.9155839153814016, danger divisor: 1.91786310345601, id: 17748, score: 40
gen alive: 8, params: corner divisor: 3.6361477014602683, corner exponent: 2.65964097961648, min opp score: 210.97974675215204, danger divisor: 4.055048026648271, id: 16443, score: 40
gen alive: 6, params: corner divisor: 3.7386631175499976, corner exponent: 2.0413291159378866, min opp score: 112.39105422633584, danger divisor: 19.12090666484156, id: 14723, score: 40
gen alive: 4, params: corner divisor: 5.940756489142167, corner exponent: 2.971271345743081, min opp score: 118.49994562011621, danger divisor: 4.907619503702218, id: 11735, score: 40
gen alive: 2, params: corner divisor: 14.673474934141852, corner exponent: 2.3014492005707705, min opp score: 254.96111056950323, danger divisor: 4.106717209058747, id: 17424, score: 40
gen alive: 1, params: corner divisor: 7.999927046683754, corner exponent: 1.7403529744021236, min opp score: 455.3356596652689, danger divisor: 3.094864775564959, id: 17477, score: 40
gen alive: 1, params: danger divisor: 3.182213554756429, corner divisor: 1.924872582001383, corner exponent: 2.073588259556087, min opp score: 460.8611132165153, id: 17357, score: 40
gen alive: 23, params: corner divisor: 1.4141726915481594, corner exponent: 2.2736765941280996, min opp score: 526.4105422581486, danger divisor: 2.9353999173281675, id: 12193, score: 39
gen alive: 23, params: min opp score: 499.77724644018997, danger divisor: 2.914264166191812, corner divisor: 1.4141726915481594, corner exponent: 1.7520585311117283, id: 14672, score: 39
gen alive: 19, params: corner divisor: 2.3193307706957453, corner exponent: 2.2736765941280996, min opp score: 273.78127407531684, danger divisor: 1.0824483397993152, id: 15706, score: 39
gen alive: 19, params: corner divisor: 1.4141726915481594, corner exponent: 1.4469847114225045, min opp score: 499.77724644018997, danger divisor: 1.7502101156723189, id: 17770, score: 39
gen alive: 19, params: corner divisor: 1.1645357852296998, corner exponent: 1.6358780673092435, min opp score: 526.4105422581486, danger divisor: 2.9353999173281675, id: 17804, score: 39
gen alive: 18, params: corner divisor: 1.8908946854051345, corner exponent: 2.7267100482563587, min opp score: 188.76724814415502, danger divisor: 2.305755204698305, id: 17765, score: 39
gen alive: 17, params: corner divisor: 1.8908946854051345, corner exponent: 2.541158444911143, min opp score: 140.27693994682193, danger divisor: 1.0824483397993152, id: 17788, score: 39
gen alive: 16, params: danger divisor: 2.9353999173281675, corner divisor: 2.178877825136006, corner exponent: 2.2736765941280996, min opp score: 526.4105422581486, id: 16715, score: 39
