gen alive: 15, params: corner divisor: 1.8328395768565837, corner exponent: 2.971271345743081, min opp score: 115.36442148251422, danger divisor: 5.184092569385042, id: 9637, score: 57
gen alive: 12, params: corner divisor: 3.26502621348757, corner exponent: 2.440867028945015, danger divisor: 2.4488921884608623, min opp score: 279.83659789538046, id: 9641, score: 57
gen alive: 10, params: corner divisor: 1.4141726915481594, corner exponent: 2.8664371522540826, min opp score: 378.0428378100761, danger divisor: 1.6998414553909156, id: 9619, score: 54
gen alive: 8, params: corner divisor: 2.1651980380022193, corner exponent: 1.6806256863628544, min opp score: 140.27693994682193, danger divisor: 2.7610173220029974, id: 6000, score: 54
gen alive: 8, params: corner divisor: 3.605261203207647, corner exponent: 2.0575566003384176, danger divisor: 11.17167204101627, min opp score: 128.32835903629973, id: 8613, score: 54
gen alive: 8, params: corner divisor: 3.3882884070588193, corner exponent: 2.4038845858218187, min opp score: 228.97772037434942, danger divisor: 6.848885396480135, id: 8775, score: 54
gen alive: 3, params: corner divisor: 3.8523697987222603, corner exponent: 2.8664371522540826, min opp score: 265.04828843211885, danger divisor: 2.305755204698305, id: 9917, score: 53
gen alive: 12, params: corner divisor: 3.26502621348757, corner exponent: 2.440867028945015, danger divisor: 2.9353999173281675, min opp score: 115.36442148251422, id: 9684, score: 52
gen alive: 17, params: corner divisor: 1.8328395768565837, corner exponent: 2.971271345743081, danger divisor: 2.305755204698305, min opp score: 242.46841935483764, id: 3965, score: 51
gen alive: 16, params: corner divisor: 1.4141726915481594, corner exponent: 2.65964097961648, min opp score: 739.7779933029835, danger divisor: 2.8710771052242645, id: 3970, score: 51
gen alive: 13, params: danger divisor: 8.884130687280017, min opp score: 187.71864196377658, corner divisor: 1.4141726915481594, corner exponent: 1.6176327818639855, id: 5201, score: 51
gen alive: 11, params: corner divisor: 1.4141726915481594, corner exponent: 1.4469847114225045, min opp score: 112.90179534452892, danger divisor: 3.4672627220017898, id: 9609, score: 51
gen alive: 10, params: danger divisor: 8.950309242113763, corner divisor: 5.696392759131076, corner exponent: 2.971271345743081, min opp score: 115.36442148251422, id: 9089, score: 51
gen alive: 10, params: corner divisor: 3.6361477014602683, corner exponent: 2.36692691537658, min opp score: 128.32835903629973, danger divisor: 2.9353999173281675, id: 9647, score: 51
gen alive: 8, params: corner divisor: 2.8199458887761235, corner exponent: 1.142919959396252, danger divisor: 6.709238626578021, min opp score: 242.46841935483764, id: 8039, score: 51
gen alive: 6, params: min opp score: 839.3121745939354, corner divisor: 3.2574392916038675, corner exponent: 2.8664371522540826, danger divisor: 1.91786310345601, id: 5891, score: 51
gen alive: 2, params: corner divisor: 1.0240551627845365, corner exponent: 1.4824684450122751, danger divisor: 2.305755204698305, min opp score: 164.5293922363682, id: 9154, score: 51
gen alive: 9, params: corner divisor: 2.178877825136006, corner exponent: 1.5380781591390562, min opp score: 273.78127407531684, danger divisor: 8.826049996857382, id: 9573, score: 50
gen alive: 8, params: danger divisor: 6.368541800585877, min opp score: 115.36442148251422, corner divisor: 1.4141726915481594, corner exponent: 2.0967147039299308, id: 9120, score: 49
gen alive: 6, params: corner divisor: 2.178877825136006, corner exponent: 2.2736765941280996, min opp score: 776.9186590735989, danger divisor: 3.8913505315807555, id: 10192, score: 49
gen alive: 17, params: corner divisor: 1.924872582001383, corner exponent: 2.0575566003384176, min opp score: 115.36442148251422, danger divisor: 2.9353999173281675, id: 6136, score: 48
gen alive: 17, params: danger divisor: 1.4876654696251377, min opp score: 330.9570482246286, corner divisor: 1.4141726915481594, corner exponent: 2.8664371522540826, id: 3531, score: 48
gen alive: 16, params: corner divisor: 1.924872582001383, corner exponent: 2.65964097961648, min opp score: 118.82535495969316, danger divisor: 5.250634017180757, id: 5503, score: 48
gen alive: 15, params: corner divisor: 3.5140531719514616, corner exponent: 2.971271345743081, danger divisor: 6.709238626578021, min opp score: 242.46841935483764, id: 7536, score: 48
gen alive: 14, params: min opp score: 839.3121745939354, corner divisor: 5.940756489142167, corner exponent: 2.8664371522540826, danger divisor: 1.4876654696251377, id: 8671, score: 48
gen alive: 13, params: corner divisor: 1.4141726915481594, corner exponent: 1.4469847114225045, min opp score: 204.28046639047025, danger divisor: 1.4812188442407366, id: 7033, score: 48
gen alive: 11, params: corner divisor: 3.605261203207647, corner exponent: 1.7438382053118622, danger divisor: 3.61849597093136, min opp score: 115.36442148251422, id: 7449, score: 48
gen alive: 10, params: corner divisor: 3.605261203207647, corner exponent: 2.65964097961648, min opp score: 412.1852162532537, danger divisor: 5.250634017180757, id: 9108, score: 48
gen alive: 9, params: corner divisor: 1.8328395768565837, corner exponent: 1.7520585311117283, danger divisor: 4.640518724530195, min opp score: 163.7480399503214, id: 8187, score: 48
gen alive: 9, params: corner divisor: 1.4141726915481594, corner exponent: 2.8664371522540826, min opp score: 140.27693994682193, danger divisor: 2.7610173220029974, id: 8591, score: 48
gen alive: 5, params: min opp score: 839.3121745939354, corner divisor: 3.2574392916038675, corner exponent: 2.508977236598432, danger divisor: 2.450545611663334, id: 9563, score: 48
gen alive: 5, params: corner divisor: 1.7484153432442593, corner exponent: 1.5630166598776734, danger divisor: 2.305755204698305, min opp score: 378.02154376449414, id: 9285, score: 48
gen alive: 5, params: danger divisor: 1.4876654696251377, corner divisor: 5.940756489142167, corner exponent: 2.926535870789451, min opp score: 500.7747938772796, id: 9941, score: 47
gen alive: 14, params: corner divisor: 1.8908946854051345, corner exponent: 2.2736765941280996, min opp score: 170.58405237342106, danger divisor: 1.0824483397993152, id: 7067, score: 46
gen alive: 10, params: min opp score: 181.52438470557382, danger divisor: 2.305755204698305, corner divisor: 1.1645357852296998, corner exponent: 1.6358780673092435, id: 9572, score: 46
gen alive: 10, params: corner divisor: 3.605261203207647, corner exponent: 2.023037693727115, danger divisor: 2.305755204698305, min opp score: 188.76724814415502, id: 9195, score: 46
gen alive: 8, params: corner divisor: 1.4141726915481594, corner exponent: 2.8664371522540826, danger divisor: 4.206152832565708, min opp score: 153.88304749693788, id: 8935, score: 46
gen alive: 6, params: danger divisor: 4.511643499010048, min opp score: 327.7347068039122, corner divisor: 1.4141726915481594, corner exponent: 2.547358887015929, id: 9293, score: 46
gen alive: 6, params: corner divisor: 2.178877825136006, corner exponent: 1.5380781591390562, min opp score: 163.7480399503214, danger divisor: 8.415065766531754, id: 9497, score: 46
gen alive: 5, params: corner divisor: 3.7666399512691084, corner exponent: 2.428894352136076, min opp score: 526.4105422581486, danger divisor: 2.914264166191812, id: 10122, score: 46
gen alive: 16, params: corner divisor: 1.4141726915481594, corner exponent: 2.8664371522540826, danger divisor: 2.305755204698305, min opp score: 153.88304749693788, id: 7586, score: 45
gen alive: 16, params: corner divisor: 1.8908946854051345, corner exponent: 2.2736765941280996, min opp score: 170.58405237342106, danger divisor: 1.0824483397993152, id: 6578, score: 45
gen alive: 12, params: corner divisor: 1.8908946854051345, corner exponent: 1.555169023504641, min opp score: 170.58405237342106, danger divisor: 15.391982498328705, id: 9702, score: 45
gen alive: 10, params: corner divisor: 1.8908946854051345, corner exponent: 2.259449548996067, min opp score: 170.58405237342106, danger divisor: 15.391982498328705, id: 7789, score: 45
gen alive: 10, params: corner divisor: 6.050513766915902, corner exponent: 2.0685664861968025, min opp score: 112.90179534452892, danger divisor: 2.82112216911433, id: 10145, score: 45
gen alive: 9, params: corner divisor: 1.924872582001383, corner exponent: 2.65964097961648, min opp score: 118.82535495969316, danger divisor: 14.81659680647424, id: 9037, score: 45
